taxon_group,verbatim_name,name,Comment,Notes (temp; JAS will remove when finished with dinos),Notes (change to Internal only notes?),Any taxon above genus modifier,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,subclass_taxon_id,subclass_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
dinoflagellates,Corrudinium sp. 1,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Corrudinium,,,,sp. 1,,,,,447217,Corrudinium,genus,,,,447217,Corrudinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Corrudinium sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Corrudinium,,,,sp. A,,,,,447217,Corrudinium,genus,,,,447217,Corrudinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cousteaudinium aubryae,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Cousteaudinium,,,,aubryae,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Craspedodinium sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Craspedodinium,,,,sp.,,,,,325671,Craspedodinium,genus,,,,325671,Craspedodinium,277915,Peridiniaceae,277919,Peridiniales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium aparsium,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,aparsium,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium cf. C. auctificum,Cribroperidinium cf. auctificum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,cf.,auctificum,,,,,277869,Cribroperidinium cooksoniae,species,,277869,Cribroperidinium cooksoniae,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium cf. giuseppei,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,cf.,giuseppei,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium cooksoniae,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,cooksoniae,,,,,277869,Cribroperidinium cooksoniae,species,,277869,Cribroperidinium cooksoniae,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium edwardsii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,edwardsii,,,,,277191,Cribroperidinium edwardsii,species,,277191,Cribroperidinium edwardsii,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium giuseppei,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,giuseppei,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium giuseppei major,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,giuseppei,,major,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium intricatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,intricatum,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium leedervillense,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,leedervillense,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium muderongense,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,muderongense,,,,,323209,Cribroperidinium muderongense,species,,323209,Cribroperidinium muderongense,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,sp. A,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium sp. B,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,sp. B,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium sp. cf. C. asarotum,Cribroperidinium cf. asarotum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,cf.,asarotum,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium sp. cf. C. tenuitabulatum,Cribroperidinium cf. tenuitabulatum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,cf.,tenuitabulatum,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium sp.1,Cribroperidinium sp. 1,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,sp. 1,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium sp.2,Cribroperidinium sp. 2,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,sp. 2,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,spp.,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium tenuitabulatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,tenuitabulatum,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cribroperidinium wetzelii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cribroperidinium,,,,wetzelii,,,,,276900,Cribroperidinium,genus,,,,276900,Cribroperidinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cristadinium cristatoserratum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Cristadinium,,,,cristatoserratum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cristadinium diminutivum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cristadinium,,,,diminutivum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cristadinium sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cristadinium,,,,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cristadinium sp. cf. C. cristatoserratum,Cristadinium cf. cristatoserratum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cristadinium,,,cf.,cristatoserratum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cristadinium sp.1,Cristadinium sp. 1,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cristadinium,,,,sp. 1,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cristadinium sp.4,Cristadinium sp. 4,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cristadinium,,,,sp. 4,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cristadinium spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cristadinium,,,,spp.,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Ctenidodinium sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Ctenidodinium,,,,sp.,,,,,81763,Ctenidodinium,genus,,,,81763,Ctenidodinium,321603,Gonyaulacaceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclapophysis monmouthensis,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Cyclapophysis,,,,monmouthensis,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cyclonephelium brevispinatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,brevispinatum,,,,,336728,Cyclonephelium brevispinatum,species,,336728,Cyclonephelium brevispinatum,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium cf. C. crassimarginatum,Cyclonephelium cf. crassimarginatum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,cf.,crassimarginatum,,,,,277870,Cyclonephelium compactum,species,,277870,Cyclonephelium compactum,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium cf. C. paucispinum,Cyclonephelium cf. paucispinum,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,cf.,paucispinum,,,,,277870,Cyclonephelium compactum,species,,277870,Cyclonephelium compactum,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium chabaca,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,chabaca,,,,,323555,Cyclonephelium chabaca,species,,323555,Cyclonephelium chabaca,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium compactum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,compactum,,,,,277870,Cyclonephelium compactum,species,,277870,Cyclonephelium compactum,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium crassimarginatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,crassimarginatum,,,,,276959,Cyclonephelium,genus,,,,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium deconinckii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,deconinckii,,,,,323943,Cyclonephelium deconinckii,species,,323943,Cyclonephelium deconinckii,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium distinctum distinctum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,distinctum,,distinctum,,,286043,Cyclonephelium distinctum,species,,286043,Cyclonephelium distinctum,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium distinctum longispinatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,distinctum,,longispinatum,,,286043,Cyclonephelium distinctum,species,,286043,Cyclonephelium distinctum,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium hughesii,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,hughesii,,,,,323250,Cyclonephelium hughesii,species,,323250,Cyclonephelium hughesii,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium hystrix,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,hystrix,,,,,286044,Cyclonephelium hystrix,species,,286044,Cyclonephelium hystrix,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium paucimarginatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,paucimarginatum,,,,,276959,Cyclonephelium,genus,,,,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium paucispinum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,paucispinum,,,,,276959,Cyclonephelium,genus,,,,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium sp. A,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,sp. A,,,,,276959,Cyclonephelium,genus,,,,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium vannophorum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclonephelium,,,,vannophorum,,,,,276960,Cyclonephelium vannophorum,species,,276960,Cyclonephelium vannophorum,276959,Cyclonephelium,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclonephelium? castalcasiense,? Cyclonephelium castalcasiense,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Cyclonephelium,,,,castalcasiense,,,,,276959,Cyclonephelium,genus,,,,,,321604,Areoligeraceae,321606,Gonyaulacales,,,321578,Dinophyceae,,,,,,
dinoflagellates,Cyclopsiella elliptica,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclopsiella,,,,elliptica,,,,,277123,Cyclopsiella,genus,,,,277123,Cyclopsiella,,,,,,,,,,,,,28595,Life
dinoflagellates,Cyclopsiella elliptica/granosa complex,Cyclopsiella elliptica/granosa,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclopsiella,,,,elliptica/granosa,,,,Cyclopsiella elliptica/granosa complex,277123,Cyclopsiella,genus,,,,277123,Cyclopsiella,,,,,,,,,,,,,28595,Life
dinoflagellates,Cyclopsiella granosa,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclopsiella,,,,granosa,,,,,277123,Cyclopsiella,genus,,,,277123,Cyclopsiella,,,,,,,,,,,,,28595,Life
dinoflagellates,Cyclopsiella sp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclopsiella,,,,sp.,,,,,277123,Cyclopsiella,genus,,,,277123,Cyclopsiella,,,,,,,,,,,,,28595,Life
dinoflagellates,Cyclopsiella sp. cf. C. vieta,Cyclopsiella cf. vieta,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cyclopsiella,,,cf.,vieta,,,,,277123,Cyclopsiella,genus,,,,277123,Cyclopsiella,,,,,,,,,,,,,28595,Life
dinoflagellates,Cyclopsiella? sp. cf. C? trematophora,? Cyclopsiella cf. trematophora,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,?,Cyclopsiella,,,cf.,trematophora,,,,,277123,Cyclopsiella,genus,,,,,,,,,,,,,,,,,,28595,Life
dinoflagellates,Cymatiosphaera ?invaginata,Cymatiosphaera ? invaginata,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cymatiosphaera,,,?,invaginata,,,,,170215,Cymatiosphaera,genus,,,,170215,Cymatiosphaera,,,,,,,,,,,,,28595,Life
dinoflagellates,Cymatiosphaera invaginata,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cymatiosphaera,,,,invaginata,,,,,170215,Cymatiosphaera,genus,,,,170215,Cymatiosphaera,,,,,,,,,,,,,28595,Life
dinoflagellates,Cymatiosphaera sp. 1,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cymatiosphaera,,,,sp. 1,,,,,170215,Cymatiosphaera,genus,,,,170215,Cymatiosphaera,,,,,,,,,,,,,28595,Life
dinoflagellates,Cymatiosphaera spp.,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Cymatiosphaera,,,,spp.,,,,,170215,Cymatiosphaera,genus,,,,170215,Cymatiosphaera,,,,,,,,,,,,,28595,Life
dinoflagellates,Cymososphaeridium validum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Cymososphaeridium,,,,validum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cyst type 1,"""Cyst type 1""",,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,"""Cyst type 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Cyst type A,"""Cyst type A""",,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,"""Cyst type A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Dalella chathamense,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Dalella,,,,chathamense,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Damassadinium abbreviatum,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS. In PBDB so it should be classified correctly (AM Fall 2023)",,,,Damassadinium,,,,abbreviatum,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Damassadinium californica,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Damassadinium,,,,californica,,,,,,,,,,,,,,,,,,,,,,,,,,
dinoflagellates,Danea chibanis,,,,"Updated taxon_group from ""Dinoflagellates/Acritarchs/Prasinophytes"" to ""dinoflagellates"" for congruency with LIMS",,,,Danea,,,,chibanis,,,,,323980,Danea,genus,,,,323980,Danea,,,,,,,321578,Dinophyceae,,,,,,
