Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
341-U1418F-28R-1-A,0,150,512.2,513.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between 10Y 4/1, 5Y 4/1 and 10Y 3/1
- intervals with higher sand/gravel contents ranging from ~1 mm (e.g. section 2, ~19.5 cm) to ~13 cm (e.g. section 1, ~66-79 cm)
- generally gradational boundaries
- some lamination (much less than in overlying cores), e.g. upper parts of section 2; lamination down to sub-mm
84-90: relatively high silt content
~125: epidote/chlorite(?) rich clast",,,,,,341,U1418,F,28,R,1,A,,,
341-U1418F-28R-2-A,0,150,513.7,515.2,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between 10Y 4/1, 5Y 4/1 and 10Y 3/1
- intervals with higher sand/gravel contents ranging from ~1 mm (e.g. section 2, ~19.5 cm) to ~13 cm (e.g. section 1, ~66-79 cm)
- generally gradational boundaries
- some lamination (much less than in overlying cores), e.g. upper parts of section 2; lamination down to sub-mm
~23.5: irregular, sharp transition -> bioturbation or mass wasting?
31-32: fining upward silt with sharp lower boundary
~101: irregular boundary between two colours
~123: pebble of claystone(?)
",,,,,,341,U1418,F,28,R,2,A,,,
341-U1418F-28R-3-A,0,23,515.2,515.43,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between 10Y 4/1, 5Y 4/1 and 10Y 3/1
- intervals with higher sand/gravel contents ranging from ~1 mm (e.g. section 2, ~19.5 cm) to ~13 cm (e.g. section 1, ~66-79 cm)
- generally gradational boundaries
- some lamination (much less than in overlying cores), e.g. upper parts of section 2; lamination down to sub-mm

- lower boundary defined by colour change",,,,,,341,U1418,F,28,R,3,A,,,
341-U1418F-28R-3-A,23,135,515.43,516.55,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- massive mud
- VERY FEW clasts: <3 mm
- 45-47: two fragments of shells(?)
- scattered medium to fine sand grains",,,,,,341,U1418,F,28,R,3,A,,,
341-U1418F-28R-3-A,135,150,516.55,516.7,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,F,28,R,3,A,,,
341-U1418F-28R-4-A,0,30,516.7,517,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"fine to medium grained muddy sand (quz, biotite and or black lithics); gradational lower boundary into silty mud",,,,,,341,U1418,F,28,R,4,A,,,
341-U1418F-28R-4-A,30,150,517,518.2,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,silty mud with significant bioturbation burrows (and with volc. ash),,,,,,341,U1418,F,28,R,4,A,,,
341-U1418F-28R-5-A,0,60,518.2,518.8,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,mud with color changes due to bioturbation?: dark greenish to very dark greenish gray,,,,,,341,U1418,F,28,R,5,A,,,
341-U1418F-28R-5-A,60,152,518.8,519.72,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,mud with some silt laminae (1-3 mm); silt intervals are more disturbed,,,,,,341,U1418,F,28,R,5,A,,,
341-U1418F-28R-6-A,0,82,519.72,520.54,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud; slightly siltier @ 62 - 83 cm,,,,,,341,U1418,F,28,R,6,A,,,
341-U1418F-29R-1-A,0,150,521.9,523.4,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],,,,,,,,,,,"- biosiliceous bearing mud with ash
- slight colour variations to more greyish/greenish/brownish
- generally very few pebbles
- very few scattered sand grains, but occasional intervals with higher numbers of sand grains, e.g. sect. 3, ~64-66 cm -> not sure if the grains are ice rafted or not; could also be reworked;
- occasional occurrence of ash patches, e.g. sect. 2, 19 cm, 88 cm; sect. 3, 38 cm(?)
- rel. many small, relatively round holes, mostly <2 mm -> bioturbation or degassing structures? Presumably bioturbation.

- one pebble in section 1 rock piece coated with mica or pyrite(?)",,,,,,341,U1418,F,29,R,1,A,,,
341-U1418F-29R-2-A,0,150,523.4,524.9,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"- biosiliceous bearing mud with ash
- slight colour variations to more greyish/greenish/brownish
- generally very few pebbles
- very few scattered sand grains, but occasional intervals with higher numbers of sand grains, e.g. sect. 3, ~64-66 cm -> not sure if the grains are ice rafted or not; could also be reworked;
- occasional occurrence of ash patches, e.g. sect. 2, 19 cm, 88 cm; sect. 3, 38 cm(?)
- rel. many small, relatively round holes, mostly <2 mm -> bioturbation or degassing structures? Presumably bioturbation.

~126 cm: pyritized burrow?""

- ash(?) patches as ~19 & 88 cm",,,,,,341,U1418,F,29,R,2,A,,,
341-U1418F-29R-3-A,0,150,524.9,526.4,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"- biosiliceous bearing mud with ash
- slight colour variations to more greyish/greenish/brownish
- generally very few pebbles
- very few scattered sand grains, but occasional intervals with higher numbers of sand grains, e.g. sect. 3, ~64-66 cm -> not sure if the grains are ice rafted or not; could also be reworked;
- occasional occurrence of ash patches, e.g. sect. 2, 19 cm, 88 cm; sect. 3, 38 cm(?)
- rel. many small, relatively round holes, mostly <2 mm -> bioturbation or degassing structures? Presumably bioturbation.

- ash patches around 30-40 cm?

- disturbed interval between ~53 and 59 cm contains rel. much silt!
",,,,,,341,U1418,F,29,R,3,A,,,
341-U1418F-29R-4-A,0,2,526.4,526.42,,,,,,,,,,,,,,,,,,,,,,void,,,,,,341,U1418,F,29,R,4,A,,,
341-U1418F-29R-4-A,2,110,526.42,527.5,calcareous bearing,mud [Leg210],with biosilica [Leg339],calcareous bearing mud  with biosilica ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,highly bioturbated mud; few 1 mm holes (unfilled bioturbation burrows?); 44-49 cm bioturbated ash lenses (5Y 5/1),,,,,,341,U1418,F,29,R,4,A,,,
341-U1418F-29R-4-A,110,135,527.5,527.75,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"clasts @ 114 cm (0.3 cm black metasediment), @ 121 cm (0.3 cm quartz)",,,,,,341,U1418,F,29,R,4,A,,,
341-U1418F-29R-4-A,135,150,527.75,527.9,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,29,R,4,A,,,
341-U1418F-29R-5-A,0,50,527.9,528.4,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud,,,,,,341,U1418,F,29,R,5,A,,,
341-U1418F-29R-5-A,50,120,528.4,529.1,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"more silty, biosilica (sponge spicules)",,,,,,341,U1418,F,29,R,5,A,,,
341-U1418F-29R-5-A,120,150,529.1,529.4,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"highly bioturbated mud with black burrows, ash lenses (silt-sized, very angular, 5Y 5/1)",,,,,,341,U1418,F,29,R,5,A,,,
341-U1418F-29R-6-A,0,132,529.4,530.72,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"bioturbation high in upper part of the section, than none to slight",,,,,,341,U1418,F,29,R,6,A,,,
341-U1418F-29R-CC-A,0,17,530.72,530.89,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,very clayey dark gray to very dark gray mud,,,,,,341,U1418,F,29,R,CC,A,,,
341-U1418F-29R-CC-A,17,22,530.89,530.94,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,29,R,CC,A,,,
341-U1418F-30R-1-A,0,109,531.6,532.69,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud with colour banding towards more greyish/brownish -> lamination down to sub-mm
- very occasionally beds up to 2 cm
- slight bioturbation; some <2 cm thick intervals are moderately bioturbated
- occasional silty/sandy lenses, e.g. 23-24 cm, 26-27 cm
- very few granule lonestones",,,,,,341,U1418,F,30,R,1,A,,,
341-U1418F-30R-1-A,109,150,532.69,533.1,calcareous bearing,mud [Leg210],with volcanic ash [Leg339],calcareous bearing mud  with volcanic ash ,trace amount,1,color banding,2.5Y 4/1 (dark gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- colour banded mud between 2.5Y 3/1 (very dark grey) and 10Y 4/1 (dark greenish grey)
- gradational boundaries between the differently coloured intervals


- very dark grey intervals (2.5Y 3/1)
- 10-54 cm thick
- mostly massive and moderately bioturbated in upper parts (~10-15 cm, except of interval starting at 109 cm in section 1), and laminated in lower parts
- scattered lonestones
- some burrows filled with 10Y 4/1 sediment, including foraminifera tests
- mud/sand patches possible
- distribution: sect. 1: 109-150; sect. 2: 0-13.5, 16.5-29.5, 61-83, 86-95, 107-117


- dark greenish grey intervals (10Y 4/1)
- 3-22 cm thick
- scattered lonestones
- moderately to highly bioturbated calcareous bearing mud with volcanic ash (based on smear slide from section 2, 100 cm)
- bioturbation burrows may contain foraminifera tests and may be filled with 2.5 4/1 sediment
- distribution: sect. 2: 13.5-16.5, 39.5-61, 83-86, 95-107, 117-137, 142-150; sect. 3: 0-5.5

The sequence contains also a dark grey (N 4) interval in section 2, 137-142, having the same properties as 2.5Y 3/1

FOR DETAILED DISTRIBUTION OF INTERVALS SEE ALSO HANDWRITTEN BARREL SHEETS!",,,,,,341,U1418,F,30,R,1,A,,,
341-U1418F-30R-2-A,0,150,533.1,534.6,calcareous bearing,mud [Leg210],with volcanic ash [Leg339],calcareous bearing mud  with volcanic ash ,trace amount,1,color banding,2.5Y 4/1 (dark gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- colour banded mud between 2.5Y 3/1 (very dark grey) and 10Y 4/1 (dark greenish grey)
- gradational boundaries between the differently coloured intervals


- very dark grey intervals (2.5Y 3/1)
- 10-54 cm thick
- mostly massive and moderately bioturbated in upper parts (~10-15 cm, except of interval starting at 109 cm in section 1), and laminated in lower parts
- scattered lonestones
- some burrows filled with 10Y 4/1 sediment, including foraminifera tests
- mud/sand patches possible
- distribution: sect. 1: 109-150; sect. 2: 0-13.5, 16.5-29.5, 61-83, 86-95, 107-117


- dark greenish grey intervals (10Y 4/1)
- 3-22 cm thick
- scattered lonestones
- moderately to highly bioturbated calcareous bearing mud with volcanic ash (based on smear slide from section 2, 100 cm)
- bioturbation burrows may contain foraminifera tests and may be filled with 2.5 4/1 sediment
- distribution: sect. 2: 13.5-16.5, 39.5-61, 83-86, 95-107, 117-137, 142-150; sect. 3: 0-5.5

The sequence contains also a dark grey (N 4) interval in section 2, 137-142, having the same properties as 2.5Y 3/1

FOR DETAILED DISTRIBUTION OF INTERVALS SEE ALSO HANDWRITTEN BARREL SHEETS!",,,,,,341,U1418,F,30,R,2,A,,,
341-U1418F-30R-3-A,0,5.5,534.6,534.655,calcareous bearing,mud [Leg210],with volcanic ash [Leg339],calcareous bearing mud  with volcanic ash ,trace amount,1,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- colour banded mud between 2.5Y 3/1 (very dark grey) and 10Y 4/1 (dark greenish grey)
- gradational boundaries between the differently coloured intervals


- very dark grey intervals (2.5Y 3/1)
- 10-54 cm thick
- mostly massive and moderately bioturbated in upper parts (~10-15 cm, except of interval starting at 109 cm in section 1), and laminated in lower parts
- scattered lonestones
- some burrows filled with 10Y 4/1 sediment, including foraminifera tests
- mud/sand patches possible
- distribution: sect. 1: 109-150; sect. 2: 0-13.5, 16.5-29.5, 61-83, 86-95, 107-117


- dark greenish grey intervals (10Y 4/1)
- 3-22 cm thick
- scattered lonestones
- moderately to highly bioturbated calcareous bearing mud with volcanic ash (based on smear slide from section 2, 100 cm)
- bioturbation burrows may contain foraminifera tests and may be filled with 2.5 4/1 sediment
- distribution: sect. 2: 13.5-16.5, 39.5-61, 83-86, 95-107, 117-137, 142-150; sect. 3: 0-5.5

The sequence contains also a dark grey (N 4) interval in section 2, 137-142, having the same properties as 2.5Y 3/1

FOR DETAILED DISTRIBUTION OF INTERVALS SEE ALSO HANDWRITTEN BARREL SHEETS!",,,,,,341,U1418,F,30,R,3,A,,,
341-U1418F-30R-3-A,5.5,150,534.655,536.1,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud with dispersed clasts -> less pronounced lamination above 25 cm
- lamination mostly visible due to colour variations, but occasionally also due to  higher silt contents
- probably some beds up to 3 cm thickness
- bioturbation: slight to none",,,,,,341,U1418,F,30,R,3,A,,,
341-U1418F-30R-4-A,0,78,536.1,536.88,,mud [Leg210],,mud ,,,parallel lamination,10Y 3/1 (very dark greenish gray),,,,,,,,,,,,,,laminated mud (slightly siltier laminae: ca. 0.3 cm),,,,,,341,U1418,F,30,R,4,A,,,
341-U1418F-30R-4-A,78,150,536.88,537.6,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,trace amount,1,color banding,2.5Y 4/1 (dark gray),moderate [DB86],2,,,,,,,,,,,,"mud with dispersed clasts and few diamict layers, color varies from 10Y 4/1 to 10Y 3/1 to 5GY 3/1; lonestones include 1 cm black metasediments; an ash (5Y 5/1) layer @ ca 141 to 143 cm is highly reworked/bioturbated",,,,,,341,U1418,F,30,R,4,A,,,
341-U1418F-30R-5-A,0,150,537.6,539.1,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,2.5Y 4/1 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud with dispersed clasts (fine to coarse sand) and few clastpoor diamict layers (sometimes with sharp upper boundaries),,,,,,341,U1418,F,30,R,5,A,,,
341-U1418F-30R-6-A,0,80,539.1,539.9,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,clayey mud with dispersed clasts (fine to coarse sand) and few clastpoor diamict layers (with gradational boundaries; darker laminae with slightly higher silt content ,,,,,,341,U1418,F,30,R,6,A,,,
341-U1418F-30R-CC-A,0,17,539.9,540.07,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,30,R,CC,A,,,
341-U1418F-30R-CC-A,17,21,540.07,540.11,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,30,R,CC,A,,,
341-U1418F-31R-1-A,0,57,541.3,541.87,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"colour banding 1 - 5 cm, colour bands and lamination colour inverted;",sharp contact,,,,,341,U1418,F,31,R,1,A,,,
341-U1418F-31R-1-A,57,69,541.87,541.99,,mud [Leg210],with common clasts,mud  with common clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,silt and granule laminae at 59 and 61 cm; clasts more abundant towards the top; ,sharp contact,planar,,,,341,U1418,F,31,R,1,A,,,
341-U1418F-31R-1-A,69,79,541.99,542.09,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"colour banding 1 - 5 cm, colour bands and lamination colour inverted;",gradational contact,,,,,341,U1418,F,31,R,1,A,,,
341-U1418F-31R-1-A,79,93,542.09,542.23,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,clast concentrated in top 2 cm;,gradational contact,,,,,341,U1418,F,31,R,1,A,,,
341-U1418F-31R-1-A,93,150,542.23,542.8,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"granule lamina at 112 cm, silt + granule lamina at 145.5 cm; colour banding, colour bands and lamination colour inverted;",,,,,,341,U1418,F,31,R,1,A,,,
341-U1418F-31R-2-A,0,42.5,542.8,543.225,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,lamination N 4 with 5GY 4/1; transition from unit below over 10 cm colour change from 5GY 4/1 to N 4; ,gradational contact,,,,,341,U1418,F,31,R,2,A,,,
341-U1418F-31R-2-A,42.5,105,543.225,543.85,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"bioturbation restricted to 42.5 to 48 and 65 to 67 cm, here no parallel lamination; colour banding 1 - 5 cm, colour bands and lamination colour inverted;",sharp contact,,,,,341,U1418,F,31,R,2,A,,,
341-U1418F-31R-2-A,105,150,543.85,544.3,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,"silt layer/lamina at 109, 114 and 121 cm",,,,,,341,U1418,F,31,R,2,A,,,
341-U1418F-31R-3-A,0,6,544.3,544.36,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1418,F,31,R,3,A,,,
341-U1418F-31R-3-A,6,45,544.36,544.75,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,mud w. silt lamina at 29 cm;,gradational contact,,,,,341,U1418,F,31,R,3,A,,,
341-U1418F-31R-3-A,45,76,544.75,545.06,,mud [Leg210],with common clasts,mud  with common clasts,,,,5GY 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,sharp contact,,,,,341,U1418,F,31,R,3,A,,,
341-U1418F-31R-3-A,76,118.5,545.06,545.485,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"colour banding 1 - 5 cm, colour bands and lamination colour inverted;",sharp contact,,,,,341,U1418,F,31,R,3,A,,,
341-U1418F-31R-3-A,118.5,135,545.485,545.65,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,31,R,3,A,,,
341-U1418F-31R-3-A,135,150,545.65,545.8,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,31,R,3,A,,,
341-U1418F-31R-4-A,0,128,545.8,547.08,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parting lineation,N 4 (dark gray),,,,,,,,,,,,,,"silt laminae/layer at 54 and 71 cm; colour banding 1 - 5 cm, colour bands and lamination colour inverted;",sharp contact,planar,,,,341,U1418,F,31,R,4,A,,,
341-U1418F-31R-4-A,128,136,547.08,547.16,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,341,U1418,F,31,R,4,A,,,
341-U1418F-31R-5-A,0,150,547.3,548.8,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],8,,,,,,,,,,"granule clasts mostly laminated, @ avg. 5 cm intervals;
greenish gray color bands with laminae;
139cm: 'frozen' sediment clast",,,,,,341,U1418,F,31,R,5,A,,,
341-U1418F-31R-6-A,0,30,548.8,549.1,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"granule clasts mostly laminated @ avg. 5cm intervals;
greenish gray color bands with laminae",gradational contact,,,,,341,U1418,F,31,R,6,A,,,
341-U1418F-31R-6-A,30,100,549.1,549.8,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,greenish gray color bands (2mm to 3cm thick),,,,,,341,U1418,F,31,R,6,A,,,
341-U1418F-31R-7-A,0,29,549.8,550.09,,mud [Leg210],with common clasts,mud  with common clasts,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"some granules as laminae, @ avg. 5cm intervals;
greenish gray color bands with laminae",gradational contact,,,,,341,U1418,F,31,R,7,A,,,
341-U1418F-31R-7-A,29,56,550.09,550.36,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1418,F,31,R,7,A,,,
341-U1418F-31R-7-A,56,80,550.36,550.6,,mud [Leg210],,mud ,,,,N 3 (very dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,31,R,7,A,,,
341-U1418F-31R-CC-A,0,8,550.6,550.68,,mud [Leg210],,mud ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,F,31,R,CC,A,,,
341-U1418F-31R-CC-A,8,13,550.68,550.73,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,31,R,CC,A,,,
341-U1418F-32R-1-A,0,150,551,552.5,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,,341,U1418,F,32,R,1,A,,,
341-U1418F-32R-2-A,0,83,552.5,553.33,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,present [A79],1,granule [W22_2],subrounded,,,,,,,,"1 granule at 45 cm, greenstone; colour banding 1 - 5 cm, colour bands and lamination colour inverted, colour bands in the bioturbated mud => diagenetic",sharp contact,,,,,341,U1418,F,32,R,2,A,,,
341-U1418F-32R-2-A,83,150,553.33,554,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"colour banding 1 - 5 cm, colour bands and lamination colour inverted",,,,,,341,U1418,F,32,R,2,A,,,
341-U1418F-32R-3-A,0,99,554,554.99,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,"colour banding 1 - 5 cm, colour bands and lamination colour inverted",sharp contact,planar,,,,341,U1418,F,32,R,3,A,,,
341-U1418F-32R-3-A,99,123,554.99,555.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,gradational contact,,,,,341,U1418,F,32,R,3,A,,,
