Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
374-U1521A-56R-7-A,30.0,46.0,503.46,503.62,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,7,A,,,
374-U1521A-56R-7-A,46.0,52.0,503.62,503.68,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,7,A,,,
374-U1521A-56R-7-A,52.0,60.0,503.68,503.76,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,7,A,,,
374-U1521A-56R-7-A,60.0,64.0,503.76,503.8,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,7,A,,,
374-U1521A-56R-7-A,64.0,100.0,503.8,504.16,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,parallel lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,Carbonate concretion at 81 cm.,,,,374,U1521,A,56,R,7,A,,,
374-U1521A-56R-7-A,100.0,106.0,504.16,504.22,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,7,A,,,
374-U1521A-56R-CC-A,0.0,16.0,504.22,504.38,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,56,R,CC,A,,,
374-U1521A-57R-1-A,0.0,118.0,506.1,507.28,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,Shell fragment at 8 cm. Carbonate concretion at 3 and 114 cm. Lonestone at 94-95 cm.,,,,374,U1521,A,57,R,1,A,,,
374-U1521A-57R-2-A,0.0,147.0,507.28,508.75,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Very dark greenish gray interbedded clast poor muddy diamictite with clast poor sandy diamictite with faint vein network. Lonestone at 4-6 cm. Shell fragments at 37, 56, and 128 cm. Carbonate concretion at 113 cm.",,,,374,U1521,A,57,R,2,A,,,
374-U1521A-57R-3-A,0.0,123.0,508.75,509.98,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,"Carbonate concretion at 34, 69, and 98-99 cm. Shell fragments at 40, 50, 103 and 105 cm.",,,,374,U1521,A,57,R,3,A,,,
374-U1521A-57R-4-A,0.0,147.0,509.98,511.45,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,Carbonate concretion at 3 cm. Shell fragment at 115 and 117 cm.,,,,374,U1521,A,57,R,4,A,,,
374-U1521A-57R-5-A,0.0,125.0,511.45,512.7,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,sharp boundary or contact,planar,Shell fragment at 1 and 64 (large) cm. Lonestone at 38 cm.,,,,374,U1521,A,57,R,5,A,,,
374-U1521A-57R-5-A,64.0,64.0,512.09,512.09,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1521,A,57,R,5,A,,,
374-U1521A-57R-5-A,125.0,147.0,512.7,512.92,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,57,R,5,A,,,
374-U1521A-57R-6-A,0.0,78.0,512.92,513.7,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,inclined boundary or contact,,Inclined contact at 72 cm.,,,,374,U1521,A,57,R,6,A,,,
374-U1521A-57R-6-A,78.0,100.0,513.7,513.92,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,sharp boundary or contact,irregular,"72 cm inclinded contact. 78-88 cm sediment deformation (?), 88-100 cm bioturbation. 95-100 cm irragular boundary. 85-88 cm irragular boundary with flame structure.",,,,374,U1521,A,57,R,6,A,,,
374-U1521A-57R-6-A,85.0,88.0,513.77,513.8,,,,,flame structure,,,,,,,,,,,,,,,,374,U1521,A,57,R,6,A,,,
374-U1521A-57R-6-A,100.0,142.0,513.92,514.34,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,57,R,6,A,,,
374-U1521A-57R-7-A,0.0,61.0,514.34,514.95,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,sharp boundary or contact,irregular,,,,,374,U1521,A,57,R,7,A,,,
374-U1521A-57R-7-A,61.0,68.0,514.95,515.02,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,57,R,7,A,,,
374-U1521A-57R-CC-A,0.0,6.0,515.02,515.08,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,57,R,CC,A,,,
374-U1521A-58R-1-A,0.0,83.0,515.7,516.53,,mudstone,,mudstone,,GLEY 1 3/10Y (very dark greenish gray),heavy [DB86],3,,,concretion,carbonate,,,inclined boundary or contact,,Carbonate concretion at 2-5 cm.,,,,374,U1521,A,58,R,1,A,,,
374-U1521A-58R-1-A,82.0,83.0,516.52,516.53,,,,,flame structure,,,,,,,,,,,,,,,,374,U1521,A,58,R,1,A,,,
374-U1521A-58R-1-A,83.0,105.0,516.53,516.75,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,gradational boundary or contact,,,,,,374,U1521,A,58,R,1,A,,,
374-U1521A-58R-1-A,105.0,130.0,516.75,517.0,,mudstone,,mudstone,sand stringer,,,,,,,,shell fragment,,,,Shell fragment at 120 cm. Sand stringer at 113-115 cm.,,,,374,U1521,A,58,R,1,A,,,
374-U1521A-58R-2-A,0.0,112.0,517.0,518.12,,mudstone,,mudstone,,GLEY 1 3/10Y (very dark greenish gray),complete [DB86],4,,,concretion,carbonate,shell fragment,,chaotic boundary or contact,,"Carbonate concretionat 8 and 24 cm. Shell fragment at 25, 46, 51, 63, 67, and 82-110 cm. Silica cement at 60-64, 72, and 78 cm.",,,,374,U1521,A,58,R,2,A,,,
374-U1521A-58R-2-A,60.0,64.0,517.6,517.64,,,,,,,,,,,cement,silica,,,,,,,,,374,U1521,A,58,R,2,A,,,
374-U1521A-58R-2-A,112.0,115.0,518.12,518.15,,sandstone,,sandstone,,,,,,,,,,,chaotic boundary or contact,,,,,,374,U1521,A,58,R,2,A,,,
374-U1521A-58R-2-A,115.0,135.0,518.15,518.35,,mudstone,,mudstone,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,chaotic boundary or contact,,,,,,374,U1521,A,58,R,2,A,,,
374-U1521A-58R-2-A,135.0,142.0,518.35,518.42,,sandy silt(stone) to silty sand(stone) [S54m],,sandy silt(stone) to silty sand(stone),,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,58,R,2,A,,,
374-U1521A-58R-3-A,0.0,37.0,518.42,518.79,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),,GLEY 1 3/10Y (very dark greenish gray),moderate [DB86],2,,,,,,lonestone,gradational boundary or contact,,"Lonestones at 25-26, 27, and 30 cm.",,,,374,U1521,A,58,R,3,A,,,
374-U1521A-58R-3-A,37.0,140.0,518.79,519.82,,mudstone,,mudstone,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,silica,shell fragment,,gradational boundary or contact,,Silica cement and vein network at 57-65 cm. Shell fragments at 41 and 112-115 cm.,,,,374,U1521,A,58,R,3,A,,,
374-U1521A-58R-3-A,140.0,149.0,519.82,519.91,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,gradational boundary or contact,,Sand stringer at 41 cm. Gradational boundary at 43-50 cm.,,,,374,U1521,A,58,R,3,A,,,
374-U1521A-58R-4-A,0.0,50.0,519.91,520.41,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),sand stringer,GLEY 1 3/10Y (very dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,374,U1521,A,58,R,4,A,,,
374-U1521A-58R-4-A,50.0,60.0,520.41,520.51,,mudstone,,mudstone,,GLEY 1 3/10Y (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1521,A,58,R,4,A,,,
374-U1521A-58R-4-A,60.0,118.0,520.51,521.09,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),sand stringer,,complete [DB86],4,,,,,,lonestone,,,"Sand stringer at 110 and 117 cm. Lonestone at 63, 65, 100, and 101 cm.",,,,374,U1521,A,58,R,4,A,,,
374-U1521A-58R-4-A,118.0,132.0,521.09,521.23,,mudstone,,mudstone,sand stringer,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Sand stringer at 129 cm.,,,,374,U1521,A,58,R,4,A,,,
374-U1521A-58R-5-A,0.0,151.0,521.23,522.74,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),,GLEY 1 3/10Y (very dark greenish gray),heavy [DB86],3,,,,,shell fragment,,,,"11-13 cm faulted burrow of ?. Shell fragments at 20-30, 45-50, and 50-150 cm. 13-151 cm with pyrite burrows. Smear slide of 12.5 cm is carbonate cemented mud.",,,,374,U1521,A,58,R,5,A,,,
374-U1521A-58R-5-A,11.0,13.0,521.34,521.36,,,,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1521,A,58,R,5,A,,,
374-U1521A-58R-6-A,0.0,33.0,522.74,523.07,,,,,,,complete [DB86],4,,,,,,,,,,,,,374,U1521,A,58,R,6,A,,,
374-U1521A-58R-6-A,0.0,116.0,522.74,523.9,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Shell fragments at 49, 66, 84, and 89 cm. Lonestone at 100 cm.",,,,374,U1521,A,58,R,6,A,,,
374-U1521A-58R-6-A,33.0,70.0,523.07,523.44,,,,,,,moderate [DB86],2,,,,,,,,,,,,,374,U1521,A,58,R,6,A,,,
374-U1521A-58R-6-A,70.0,116.0,523.44,523.9,,,,,,,heavy [DB86],3,,,,,,,,,,,,,374,U1521,A,58,R,6,A,,,
374-U1521A-58R-CC-A,0.0,48.0,523.9,524.38,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),,GLEY 1 3/10Y (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1521,A,58,R,CC,A,,,
374-U1521A-59R-1-A,0.0,43.0,525.3,525.73,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),mottling [BJ80],GLEY 1 4/5G (greenish gray),complete [DB86],4,,,,,,,,,Mottling - pyrite.,,,,374,U1521,A,59,R,1,A,,,
374-U1521A-59R-1-A,43.0,54.0,525.73,525.84,,sandstone,,sandstone,wavy laminae,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Lonestone at 49 cm.,,,,374,U1521,A,59,R,1,A,,,
374-U1521A-59R-1-A,54.0,145.0,525.84,526.75,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),mottling [BJ80],GLEY 1 4/5G (greenish gray),complete [DB86],4,,,,,,lonestone,,,Lonestone at 120 and 137 cm. Mottling - pyrite.,,,,374,U1521,A,59,R,1,A,,,
374-U1521A-59R-2-A,0.0,16.0,526.75,526.91,,muddy sand(stone) to silty mud(stone) [S54m],,muddy sand(stone) to silty mud(stone),,GLEY 1 4/5GY (dark greenish gray),heavy [DB86],3,,,concretion,carbonate,shell fragment,,inclined boundary or contact,bioturbated,Shell fragement and carbonate concretion at 1-2 cm.,,,,374,U1521,A,59,R,2,A,,,
374-U1521A-59R-2-A,16.0,143.0,526.91,528.18,,clast-poor muddy diamict [M89m],,clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 101-102 cm.,,,,374,U1521,A,59,R,2,A,,,
374-U1521A-59R-2-A,90.0,90.0,527.65,527.65,,,,,,,,,,,,,,,gradational boundary or contact,,16 to 90 cm is muddy to sandy diamictite.,,,,374,U1521,A,59,R,2,A,,,
374-U1521A-59R-2-A,90.0,143.0,527.65,528.18,,,,,wavy laminae,,,,,,,,,,,,Mud laminae in sandy diamictite.,,,,374,U1521,A,59,R,2,A,,,
374-U1521A-59R-2-A,136.0,140.0,528.11,528.15,,,,,,,,,,,concretion,carbonate,,,,,,,,,374,U1521,A,59,R,2,A,,,
374-U1521A-59R-3-A,0.0,13.0,528.18,528.31,,,,,interlamination,,,,,,,,,,,,,,,,374,U1521,A,59,R,3,A,,,
374-U1521A-59R-3-A,0.0,121.0,528.18,529.39,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Pyrite filed burrow at 76 cm. Lonestone at 97-100 and 114-116 cm. Interbedded clast-poor muddy and sandy diamictite.,,,,374,U1521,A,59,R,3,A,,,
374-U1521A-59R-3-A,73.0,78.0,528.91,528.96,,,,,interlamination,,,,,,,,,,,,,,,,374,U1521,A,59,R,3,A,,,
374-U1521A-59R-4-A,0.0,134.0,529.39,530.73,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,Lonestone at 127 cm. Carbonate concretion at 5 cm.,,,,374,U1521,A,59,R,4,A,,,
374-U1521A-59R-4-A,4.0,20.0,529.43,529.59,,,,,interlamination,,,,,,,,,,,,,,,,374,U1521,A,59,R,4,A,,,
374-U1521A-59R-4-A,53.0,68.0,529.92,530.07,,,,,interlamination,,,,,,,,,,,,,,,,374,U1521,A,59,R,4,A,,,
374-U1521A-59R-4-A,76.0,81.0,530.15,530.2,,,,,interlamination,,,,,,,,,,,,,,,,374,U1521,A,59,R,4,A,,,
374-U1521A-59R-5-A,0.0,105.0,530.73,531.78,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,Faint vein network (?). Shell fragments at 32 and 99 cm.,,,,374,U1521,A,59,R,5,A,,,
374-U1521A-59R-6-A,0.0,87.0,531.78,532.65,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Clast cluster at 73-75 cm.,,,,374,U1521,A,59,R,6,A,,,
374-U1521A-59R-CC-A,0.0,9.0,532.65,532.74,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,59,R,CC,A,,,
374-U1521A-60R-1-A,0.0,105.0,534.9,535.95,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Lonestones at 11, 12-13, 34, and 76 cm. Shell fragments at 18, 24, 40, 66, and 98 cm.",,,,374,U1521,A,60,R,1,A,,,
374-U1521A-60R-1-A,42.0,46.0,535.32,535.36,,,,,vein network,,,,,,,,,,,,,,,,374,U1521,A,60,R,1,A,,,
374-U1521A-60R-2-A,0.0,133.0,535.95,537.28,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,,,,"Shell fragments at 30, 37, 43, 91, and 95 cm.",,,,374,U1521,A,60,R,2,A,,,
374-U1521A-60R-3-A,0.0,132.0,537.28,538.6,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Shell fragments at 22, 64, and 118 cm. Lonestone at 62 and 109-110 cm. Carbonate concretion at 63 and 69 cm.",,,,374,U1521,A,60,R,3,A,,,
374-U1521A-60R-3-A,18.0,24.0,537.46,537.52,,,,,vein network,,,,,,,,,,,,,,,,374,U1521,A,60,R,3,A,,,
374-U1521A-60R-4-A,0.0,128.0,538.6,539.88,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,Carbonate contretion at 11 and 32 cm. Lonestone at 60-61 and 124-128 cm. Shell fragment at 64(?).,,,,374,U1521,A,60,R,4,A,,,
374-U1521A-60R-4-A,13.0,40.0,538.73,539.0,,,,,vein network,,,,,,,,,,,,,,,,374,U1521,A,60,R,4,A,,,
374-U1521A-60R-5-A,0.0,134.0,539.88,541.22,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Lonestones at 6, 23, 59-65, 113, 121-123 and 128-130 cm. Shell fragment at 20(?), 34, 112 cm. Carbonate concretion at 70-71 cm.",,,,374,U1521,A,60,R,5,A,,,
374-U1521A-60R-6-A,0.0,27.0,541.22,541.49,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,60,R,6,A,,,
374-U1521A-60R-6-A,27.0,152.0,541.49,542.74,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,Shell fragments at 105 and 134 cm. Lonestone 74-75 cm.,,,,374,U1521,A,60,R,6,A,,,
374-U1521A-60R-6-A,46.0,52.0,541.68,541.74,,,,,wavy laminae,,,,,,,,,,,,,,,,374,U1521,A,60,R,6,A,,,
374-U1521A-60R-7-A,0.0,107.0,542.74,543.81,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Shell fragments at 78 and 85 cm. Lonestones at 41-42, 89-94 cm.",,,,374,U1521,A,60,R,7,A,,,
374-U1521A-60R-7-A,0.0,107.0,542.74,543.81,,,,,,,,,,,,,,,chaotic boundary or contact,irregular,,,,,374,U1521,A,60,R,7,A,,,
374-U1521A-60R-CC-A,0.0,8.0,543.81,543.89,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,60,R,CC,A,,,
374-U1521A-61R-1-A,0.0,145.0,544.5,545.95,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"lonestone: 83-84.5, 111.5 - 112.5 carbonate concretion: 92 cm fossil frag: 5 cm Faint vein network",,,,374,U1521,A,61,R,1,A,,,
374-U1521A-61R-2-A,0.0,137.0,545.95,547.32,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone: 125.5-126.5, 38-40, 42-43.5 cm. Faint vein network.",,,,374,U1521,A,61,R,2,A,,,
374-U1521A-61R-3-A,0.0,124.0,547.32,548.56,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,,,,"Faint vein network. carbonate concretions: 54 cm, fossil frag: 31, 64.5, 104.5cm",,,,374,U1521,A,61,R,3,A,,,
374-U1521A-61R-4-A,0.0,134.0,548.56,549.9,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"With faint vein network. Weakly stratified by color (28-124cm) with alternating very dark greenish gray to gray lamina. Lonestone: 55.5-56.5, 37-38, 18.5-20, 4-5 cm, carbonate concretion: 47.5 cm",,,,374,U1521,A,61,R,4,A,,,
374-U1521A-61R-5-A,0.0,127.0,549.9,551.17,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Weakly stratified (planar to slightly tilted) by color (22-127 cm) alternating very dark greenish gray to gray lamina. Microfault stuctures? Lonestone: 25-28.5 cm, shell fragment: 49.5, 97 cm",,,,374,U1521,A,61,R,5,A,,,
374-U1521A-61R-6-A,0.0,144.0,551.17,552.61,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Weakly stratified by color throughout. Boundaries slightly inclined and wavy in places. Lonestone: 87-89, 127-129 cm.",,,,374,U1521,A,61,R,6,A,,,
374-U1521A-61R-7-A,0.0,117.0,552.61,553.78,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,,,"Faint vein network throughout. Very weakly stratified by color at 34-61cm. Shell farg: 51cm, carbonate concretion: 79.5-81.5, lonestone: 64-65, 29-30, clast cluster: 52-57 cm.",,,,374,U1521,A,61,R,7,A,,,
374-U1521A-61R-8-A,0.0,54.0,553.78,554.32,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,Faint vein network throughout,,,,374,U1521,A,61,R,8,A,,,
374-U1521A-61R-CC-A,0.0,15.0,554.32,554.47,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,Carbonate concretion: 8.5 cm.,,,,374,U1521,A,61,R,CC,A,,,
374-U1521A-62R-1-A,0.0,134.0,554.1,555.44,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,,,"Faint network throughout, very fweakly stratified 0-30cm by color (dark greenish gray to greenish gray). Lonestone 4-6, 77.5-78.5, 81, 82, 71.572.5 cm. Shell frag: 119.5, 77.5, 73.5 cm",,,,374,U1521,A,62,R,1,A,,,
374-U1521A-62R-2-A,0.0,111.0,555.44,556.55,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Faint vein network throughout. Very faint color stratification between 62-69 cm. Lonestone: 21.5-22.5, 51-52, 53-55, 75-76, 110-112 cm.",,,,374,U1521,A,62,R,2,A,,,
374-U1521A-62R-3-A,0.0,139.0,556.55,557.94,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Interbeds of mud throughout, most pronounced at 92 cm: sharp boundary to bed of greenish gray mudstone that grades at 113-123 back to diamictite. Appear motteled or intermixed. Lonestone: 93-95, 61-62 cm",,,,374,U1521,A,62,R,3,A,,,
374-U1521A-62R-4-A,0.0,123.0,557.94,559.17,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Faint vein network throughout. Lonestone: 121-123, 99-100, 113-114 cm.",,,,374,U1521,A,62,R,4,A,,,
374-U1521A-62R-5-A,0.0,143.0,559.17,560.6,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,vein network,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,lonestone,,,"Faint network throughout. Lonestone 108-109 cm. Carbonate concretion 7, 11.5 cm.",,,,374,U1521,A,62,R,5,A,,,
374-U1521A-62R-6-A,0.0,135.0,560.6,561.95,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,undulating or wavy boundary or contact [BJ80],,"Faint vein network throughout. 98-113: sharp wavy/irregular/inclined boundary into sandy mudstone with dispersen clasts overlying diamictite (same as above). Lonestone: 100.5-102, 84.5-85.5, 94.5-96 cm.",,,,374,U1521,A,62,R,6,A,,,
374-U1521A-62R-7-A,0.0,153.0,561.95,563.48,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,shell fragment,lonestone,undulating or wavy boundary or contact [BJ80],,"Sharp, wavy inclined boundary of sandy mudstone with dispersed clasts. Shell fragment: 98 cm. Lonestone: 80-81, 72-73, 137-138, 64.5-65.5 cm. Carbonate concretion: 140 cm.",,,,374,U1521,A,62,R,7,A,,,
374-U1521A-62R-CC-A,0.0,9.0,563.48,563.57,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1521,A,62,R,CC,A,,,
374-U1521A-63R-1-A,0.0,144.0,563.7,565.14,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,inclined boundary or contact,,17-25: distinct inclined interlaminations of very dark greenish gray to greenish gray mudstone. Faint vein network throughout. Lonestone: 53-54.5 cm.,,,,374,U1521,A,63,R,1,A,,,
374-U1521A-63R-2-A,0.0,151.0,565.14,566.65,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,interlamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,inclined boundary or contact,,"91-109: sharp, inclined interlaminations of colors, very dark greenish grey to greenish grey. Faint vein network throughout. Lonestone: 32-34 cm.",,,,374,U1521,A,63,R,2,A,,,
374-U1521A-63R-3,0.0,83.0,566.65,567.48,,clast-poor sandy diamict [M89m],,clast-poor sandy diamict,wavy laminae,GLEY 1 3/10Y (very dark greenish gray),,,,,,,shell fragment,lonestone,sharp boundary or contact,planar,"Faint vein network throughout. Lonestone at 27, shell fragment at 64.",,,,374,U1521,A,63,R,3,,,,
374-U1521A-63R-3,83.0,122.0,567.48,567.87,sandy,mudstone,with dispersed clasts,sandy mudstone with dispersed clasts,,GLEY 1 3/10Y (very dark greenish gray),,,,,concretion,carbonate,,,,,Carbonate concretion at 97.5.,,,,374,U1521,A,63,R,3,,,,
