Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Grading,Sorting,Primary sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],2nd sedimentary structure,3rd sedimentary structure,Minor components,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
375-U1520D-16H-2-A,0,126.0,140.4,141.66,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 61, 76, and 85 cm. Ash pod at 67 cm.",,,,375,U1520,D,16,H,2,A,,,
375-U1520D-16H-3-A,0,142.0,141.81,143.23,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 55, 64, 73, 93, and 96 cm.",,,,375,U1520,D,16,H,3,A,,,
375-U1520D-16H-4-A,0,99.0,143.23,144.22,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 9, 18, 25, 29, 46, 67, 84, 88, and 100 cm. Layer at 100 cm continues into section 375-U1520D-16H-CC.",,,,375,U1520,D,16,H,4,A,,,
375-U1520D-16H-CC-A,0,63.0,144.22,144.85,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 5, 14, 17, 25, and 27 cm. Layer at 5 cm continues from section 375-U1520D-16H-4.",,,,375,U1520,D,16,H,CC,A,,,
375-U1520D-17H-1-A,0,140.0,148.5,149.9,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),,sharp, sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 52, 61, 79, 103, and 110 cm. Some bottom contacts are irregular.",,,,375,U1520,D,17,H,1,A,,,
375-U1520D-17H-2-A,0,141.0,149.9,151.31,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),,sharp, sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 35, 65, 73, 83, 91, 95, 109, 115, and 133 cm. Some bottom contacts are irregular. Ash layers at 58 cm and 130 cm.",,,,375,U1520,D,17,H,2,A,,,
375-U1520D-17H-3-A,0,126.0,151.31,152.57,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),,sharp, sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 3, 13, 44, 50, 59, 71, 80, 104, and 108 cm. Some bottom contacts are irregular. One ash layer at 58 cm.",,,,375,U1520,D,17,H,3,A,,,
375-U1520D-17H-4-A,0,141.0,152.71,154.12,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),,sharp, sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 21, 27, 51, 70, 95, 99, 101, 110, and 133 cm. Some bottom contacts are irregular. One ash layer at 132 cm.",,,,375,U1520,D,17,H,4,A,,,
375-U1520D-17H-5-A,0,111.0,154.12,155.23,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),,sharp, sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 4, 11, 16, 47, 62, 65, 85, and 98 cm. Some bottom contacts are irregular. Layers at 85 and 98 are laminated.",,,,375,U1520,D,17,H,5,A,,,
375-U1520D-17H-6-A,0,68.0,155.23,155.91,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),,sharp, sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,planar lamination,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 14, 21, 30, 40, and 58 cm. Some bottom contacts are irregular. Layer at 40 cm is laminated.",,,,375,U1520,D,17,H,6,A,,,
375-U1520D-17H-CC-A,0,27.0,155.91,156.18,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),,sharp, sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,Alternating silt and mud layers with normal grading. No silt layers in this interval.,,,,375,U1520,D,17,H,CC,A,,,
375-U1520D-18H-1-A,0,143.0,156.3,157.73,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 19, 69, 86, 108, 112, 127 cm. Some bottom contacts are irregular.",,,,375,U1520,D,18,H,1,A,,,
375-U1520D-18H-2-A,0,151.0,157.73,159.24,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 21,27, 52, 61, 63, 72, 82, 90, 96, 102, 128, 132, 138 cm. Ash layer at 109 cm. Some bottom contacts are irregular.",,,,375,U1520,D,18,H,2,A,,,
375-U1520D-18H-3-A,0,112.0,159.24,160.36,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 21, 47, 56, 69, 76, 82, 87, 101, 110 cm. Some bottom contacts are irregular. One ash layer at 48 cm.",,,,375,U1520,D,18,H,3,A,,,
375-U1520D-18H-4-A,0,152.0,160.76,162.28,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 21, 24, 54, 61, 108, 133 cm. Ash layer 92 cm, ash pod at 64 cm. Some bottom contacts are irregular.",,,,375,U1520,D,18,H,4,A,,,
375-U1520D-18H-5-A,0,152.0,162.28,163.8,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 41, 45, 51, 63, 74, 88, 134, 150 cm. Ash layer at 55, 77, 92, 125 cm. Some bottom contacts are irregular.",,,,375,U1520,D,18,H,5,A,,,
375-U1520D-18H-6-A,0,116.0,163.8,164.96,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 21, 69, 97 cm. Ash layers at 8, 65 cm, t2o ash pods (or dismembered layers) at 109 and 113 cm. Some bottom contacts are irregular.",,,,375,U1520,D,18,H,6,A,,,
375-U1520D-18H-7-A,0,109.0,164.96,166.05,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),,,,,very thin bed [B01],unconsolidated,,poor [2014],,slight,1,,,,,,,,,Alternating silt and mud layers. Section in mor intensely disturbed by drilling so that bedding is obscured and silt layers are dragged and disrupted.,,,,375,U1520,D,18,H,7,A,,,
375-U1520D-19F-1-A,0,110.0,165.8,166.9,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 7, 14, 30 41, 55, 78, 86, 91, 94, 98 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,19,F,1,A,,,
375-U1520D-19F-2-A,0,100.0,167.2,168.2,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 6, 16, 20, 27, 39, 43, 52, 55, 64. 68, 75, 87, 91 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,19,F,2,A,,,
375-U1520D-19F-3-A,0,98.0,168.2,169.18,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 4, 14, 20, 31, 38, 43, 51, 58, 78, 94 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,19,F,3,A,,,
375-U1520D-19F-CC-A,0,18.0,169.18,169.36,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,normal grading,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 4, 8, 12 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,19,F,CC,A,,,
375-U1520D-20F-1-A,0,144.0,170.5,171.94,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 30, 71, 77, 86, 112, 119, 131 cm. An ash pod layer at 127 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,20,F,1,A,,,
375-U1520D-20F-2-A,0,131.0,171.94,173.25,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 15, 29, 49, 59, 85, 119 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,20,F,2,A,,,
375-U1520D-20F-3-A,0,90.0,173.39,174.29,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 6, 21, 35, 61, 65, 75, 83, 87 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,20,F,3,A,,,
375-U1520D-20F-4-A,0,84.0,174.43,175.27,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,slight,1,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 4, 40, 46, 67, 82 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layers are whitish, but they are not ash layers, but purer silt.",,,,375,U1520,D,20,F,4,A,,,
375-U1520D-20F-CC-A,0,14.0,175.27,175.41,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,slight,1,,,,,,,,,Alternating silt and mud layers with normal grading. Silt layers at 4 cm. Some bottom contacts are irregular.,,,,375,U1520,D,20,F,CC,A,,,
375-U1520D-21F-1-A,0,150.0,175.2,176.7,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 18, 28, 38, 44, 52, 55, 61, 83, 93, 102, 119, 127, 135, 147 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform and thickness of layers rarely exceed 1 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,21,F,1,A,,,
375-U1520D-21F-2-A,0,138.0,176.7,178.08,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 57, 64, 68, 71, 119 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt. One ash layer at 10 cm.",,,,375,U1520,D,21,F,2,A,,,
375-U1520D-21F-3-A,0,94.0,178.23,179.17,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 3, 32, 35, 44, 76, 79 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,21,F,3,A,,,
375-U1520D-21F-4-A,0,67.0,179.17,179.84,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 7, 18, 49, 51 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform. Two ash layers at 7 cm and 49 cm and an ash pod at 18 cm. Some bottom contacts are irregular. Some of the silt layer are whitish, but they are not ash layer, but purer silt.",,,,375,U1520,D,21,F,4,A,,,
375-U1520D-21F-CC-A,0,20.0,179.94,180.14,,,alternating silt and mud,,alternating silt and mud,alternating silt and mud,alternating silt and mud,5GY 5/1 (greenish gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unconsolidated,,poor [2014],parallel bedding,,,,,,,,,,,"Alternating silt and mud layers with normal grading. Silt layers at 8 cm. Bedding and base of layers are often harder to see, possibly because grain size is becoming more uniform.",,,,375,U1520,D,21,F,CC,A,,,
