Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data
334-U1379C-47X-4-A,334,U1379,C,47,47-4,X,4,A,0,7,375.2,375.27,2.5Y 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,ash bed out of silt sand,
334-U1379C-47X-4-A,334,U1379,C,47,47-4,X,4,A,7,136,375.27,376.56,10Y 2.5/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,Fining upwards sequence: the upper part being completely composed of clay with the lower 20 cm becoming more silty clay.  ,
334-U1379C-47X-4-A,334,U1379,C,47,47-4,X,4,A,136,142,376.56,376.62,2.5Y 5/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,ash bed composed of silty sand material. 2.5Y 5/1 and 2.5Y 6/1  (grey) in colour,
334-U1379C-47X-4-A,334,U1379,C,47,47-4,X,4,A,142,150,376.62,376.7,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-47X-5-A,334,U1379,C,47,47-5,X,5,A,0,82,376.7,377.52,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-47X-5-A,334,U1379,C,47,47-5,X,5,A,82,106,377.52,377.76,5GY 4/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,
334-U1379C-47X-5-A,334,U1379,C,47,47-5,X,5,A,106,156,377.76,378.26,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-47X-6-A,334,U1379,C,47,47-6,X,6,A,0,71,378.26,378.97,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-47X-CC-A,334,U1379,C,47,47-CC,X,CC,A,0,40,378.97,379.37,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-1-A,334,U1379,C,48,48-1,X,1,A,0,63,379.7,380.33,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-2-A,334,U1379,C,48,48-2,X,2,A,0,68,380.33,381.01,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-2-A,334,U1379,C,48,48-2,X,2,A,68,71,381.01,381.04,10Y 3/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,very fine sand [U14W22],,consolidated,,
334-U1379C-48X-2-A,334,U1379,C,48,48-2,X,2,A,68,140,381.01,381.73,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-3-A,334,U1379,C,48,48-3,X,3,A,0,150,381.73,383.23,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-4-A,334,U1379,C,48,48-4,X,4,A,0,150,383.23,384.73,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-5-A,334,U1379,C,48,48-5,X,5,A,0,100,384.73,385.73,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-6-A,334,U1379,C,48,48-6,X,6,A,0,100,385.73,386.73,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-7-A,334,U1379,C,48,48-7,X,7,A,0,150,386.73,388.23,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-8-A,334,U1379,C,48,48-8,X,8,A,0,100,388.23,389.23,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-48X-CC-A,334,U1379,C,48,48-CC,X,CC,A,0,59,389.23,389.82,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-48X-CC-A,334,U1379,C,48,48-CC,X,CC,A,0,59,389.23,389.82,10Y 3/1,,silty clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-49X-1-A,334,U1379,C,49,49-1,X,1,A,0,30,389.3,389.6,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-2-A,334,U1379,C,49,49-2,X,2,A,0,108,389.6,390.68,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-2-A,334,U1379,C,49,49-2,X,2,A,108,130,390.68,390.9,2.5Y 3/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,very fine sand [U14W22],,consolidated,,
334-U1379C-49X-2-A,334,U1379,C,49,49-2,X,2,A,130,150,390.9,391.1,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Increase in silt content at the middle of the layer (beige laminae) ,
334-U1379C-49X-3-A,334,U1379,C,49,49-3,X,3,A,0,38,391.1,391.48,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Increase in silt content at the middle of the layer (beige laminae) ,
334-U1379C-49X-3-A,334,U1379,C,49,49-3,X,3,A,38,42,391.48,391.52,10YR 2.5/1,,sandy silt [S54],"Shepard, 1954",,sandy silt,very fine sand [U14W22],,consolidated,,
334-U1379C-49X-3-A,334,U1379,C,49,49-3,X,3,A,42,150,391.52,392.6,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,Predominantly silt with few sandy levels. Few beige silt layers in the middle of the layer,
334-U1379C-49X-4-A,334,U1379,C,49,49-4,X,4,A,0,28,392.6,392.88,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,Predominantly silt with few sandy levels. Few beige silt layers in the middle of the layer,
334-U1379C-49X-4-A,334,U1379,C,49,49-4,X,4,A,28,41,392.88,393.01,2.5YR 2.5/2,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-4-A,334,U1379,C,49,49-4,X,4,A,41,150,393.01,394.1,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Increasing silt content towards the base,
334-U1379C-49X-5-A,334,U1379,C,49,49-5,X,5,A,0,20,394.1,394.3,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Increasing silt content towards the base,
334-U1379C-49X-5-A,334,U1379,C,49,49-5,X,5,A,20,25,394.3,394.35,2.5YR 2.5/2,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-5-A,334,U1379,C,49,49-5,X,5,A,25,100,394.35,395.1,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-6-A,334,U1379,C,49,49-6,X,6,A,0,100,395.1,396.1,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-7-A,334,U1379,C,49,49-7,X,7,A,0,132,396.1,397.42,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-7-A,334,U1379,C,49,49-7,X,7,A,132,150,397.42,397.6,2.5YR 2.5/2,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-8-A,334,U1379,C,49,49-8,X,8,A,0,30,397.6,397.9,2.5YR 2.5/2,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-49X-8-A,334,U1379,C,49,49-8,X,8,A,30,98,397.9,398.58,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Increasing silt content towards the base,
334-U1379C-49X-8-A,334,U1379,C,49,49-8,X,8,A,98,124,398.58,398.84,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-49X-CC-A,334,U1379,C,49,49-CC,X,CC,A,0,57,398.84,399.41,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-49X-CC-A,334,U1379,C,49,49-CC,X,CC,A,0,57,398.84,399.41,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-50X-1-A,334,U1379,C,50,50-1,X,1,A,0,143,398.1,399.53,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-50X-1-A,334,U1379,C,50,50-1,X,1,A,143,144,399.53,399.54,N 3,,sand [S54],"Shepard, 1954",,sand,medium sand [U14W22],subangular (Default),consolidated,,
334-U1379C-50X-1-A,334,U1379,C,50,50-1,X,1,A,144,150,399.54,399.6,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-50X-2-A,334,U1379,C,50,50-2,X,2,A,0,102,399.6,400.62,10Y 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-50X-2-A,334,U1379,C,50,50-2,X,2,A,102,113.5,400.62,400.735,2.5YR 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-50X-2-A,334,U1379,C,50,50-2,X,2,A,113.5,150,400.735,401.1,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-50X-3-A,334,U1379,C,50,50-3,X,3,A,0,150,401.1,402.6,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-50X-4-A,334,U1379,C,50,50-4,X,4,A,0,150,402.6,404.1,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-50X-5-A,334,U1379,C,50,50-5,X,5,A,0,132,404.1,405.42,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-50X-6-A,334,U1379,C,50,50-6,X,6,A,0,150,405.42,406.92,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-50X-6-A,334,U1379,C,50,50-6,X,6,A,150,150,406.92,406.92,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-50X-7-A,334,U1379,C,50,50-7,X,7,A,0,26,406.92,407.18,N 3,,silty clay [S54],"Shepard, 1954",,silty clay,silt [U14W22],,consolidated,,
334-U1379C-50X-7-A,334,U1379,C,50,50-7,X,7,A,26,54,407.18,407.46,2.5YR 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-50X-CC-A,334,U1379,C,50,50-CC,X,CC,A,0,66,407.46,408.12,2.5YR 3/1,,silt [S54],"Shepard, 1954",,silt,silt [U14W22],,consolidated,,
334-U1379C-51X-1-A,334,U1379,C,51,51-1,X,1,A,0,150,407.7,409.2,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-51X-2-A,334,U1379,C,51,51-2,X,2,A,0,130,409.2,410.5,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-51X-3-A,334,U1379,C,51,51-3,X,3,A,0,100,410.5,411.5,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-51X-4-A,334,U1379,C,51,51-4,X,4,A,0,56,411.5,412.06,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-51X-4-A,334,U1379,C,51,51-4,X,4,A,56,129,412.06,412.79,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Silts with rip-up clasts and abundant bioturbations.,
334-U1379C-51X-5-A,334,U1379,C,51,51-5,X,5,A,0,69,412.79,413.48,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Silts with rip-up clasts and abundant bioturbations.,
334-U1379C-51X-5-A,334,U1379,C,51,51-5,X,5,A,56,150,413.35,414.29,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-51X-6-A,334,U1379,C,51,51-6,X,6,A,0,144,414.29,415.73,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-51X-7-A,334,U1379,C,51,51-7,X,7,A,0,133,415.73,417.06,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-51X-CC-A,334,U1379,C,51,51-CC,X,CC,A,0,60,417.06,417.66,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,,
334-U1379C-52X-1-A,334,U1379,C,52,52-1,X,1,A,0,16,417.4,417.56,10Y 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-1-A,334,U1379,C,52,52-1,X,1,A,16,25,417.56,417.65,N 3,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-52X-1-A,334,U1379,C,52,52-1,X,1,A,25,150,417.65,418.9,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-1-A,334,U1379,C,52,52-1,X,1,A,55,150,417.95,418.9,5B 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-52X-2-A,334,U1379,C,52,52-2,X,2,A,0,55,418.9,419.45,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-2-A,334,U1379,C,52,52-2,X,2,A,0,58,418.9,419.48,5B 4/1,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-52X-2-A,334,U1379,C,52,52-2,X,2,A,0,150,418.9,420.4,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-3-A,334,U1379,C,52,52-3,X,3,A,0,150,420.4,421.9,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-4-A,334,U1379,C,52,52-4,X,4,A,0,150,421.9,423.4,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-5-A,334,U1379,C,52,52-5,X,5,A,0,150,423.4,424.9,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-6-A,334,U1379,C,52,52-6,X,6,A,0,140,424.9,426.3,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-7-A,334,U1379,C,52,52-7,X,7,A,0,56,426.3,426.86,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-CC-A,334,U1379,C,52,52-CC,X,CC,A,0,49,426.86,427.35,10Y 3/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-52X-CC-A,334,U1379,C,52,52-CC,X,CC,A,0,49,426.86,427.35,N 3,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-53X-1-A,334,U1379,C,53,53-1,X,1,A,0,147,426.2,427.67,5GY 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,slightly calcareous ,
334-U1379C-53X-1-A,334,U1379,C,53,53-1,X,1,A,147,150,427.67,427.7,N 3,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-53X-2-A,334,U1379,C,53,53-2,X,2,A,0,5,427.7,427.75,N 3,,clay [S54],"Shepard, 1954",,clay,clay [U14W22],,consolidated,,
334-U1379C-53X-2-A,334,U1379,C,53,53-2,X,2,A,5,150,427.75,429.2,5GY 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Slightly calcareous. Few coarse-silt to fine-sand levels.,
334-U1379C-53X-3-A,334,U1379,C,53,53-3,X,3,A,0,150,429.2,430.7,5GY 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Slightly calcareous. Few coarse-silt to fine-sand levels.,
334-U1379C-53X-4-A,334,U1379,C,53,53-4,X,4,A,0,150,430.7,432.2,5GY 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Slightly calcareous. Few coarse-silt to fine-sand levels.,
334-U1379C-53X-5-A,334,U1379,C,53,53-5,X,5,A,0,150,432.2,433.7,5GY 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Slightly calcareous. Few coarse-silt to fine-sand levels.,
334-U1379C-53X-6-A,334,U1379,C,53,53-6,X,6,A,0,140,433.7,435.1,5GY 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Slightly calcareous. Few coarse-silt to fine-sand levels.,
334-U1379C-53X-7-A,334,U1379,C,53,53-7,X,7,A,0,54,435.1,435.64,5GY 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Slightly calcareous. Few coarse-silt to fine-sand levels.,
334-U1379C-53X-CC-A,334,U1379,C,53,53-CC,X,CC,A,0,49,435.64,436.13,5GY 2.5/1,,clayey silt [S54],"Shepard, 1954",,clayey silt,silt [U14W22],,consolidated,Slightly calcareous. Few coarse-silt to fine-sand levels.,
334-U1379C-54X-1-A,334,U1379,C,54,54-1,X,1,A,0,47,436,436.47,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-54X-2-A,334,U1379,C,54,54-2,X,2,A,0,150,436.47,437.97,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-54X-3-A,334,U1379,C,54,54-3,X,3,A,0,90,437.97,438.87,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-54X-4-A,334,U1379,C,54,54-4,X,4,A,0,107,438.87,439.94,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-54X-5-A,334,U1379,C,54,54-5,X,5,A,0,150,439.94,441.44,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-54X-6-A,334,U1379,C,54,54-6,X,6,A,0,142,441.44,442.86,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-54X-7-A,334,U1379,C,54,54-7,X,7,A,0,150,442.86,444.36,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-54X-8-A,334,U1379,C,54,54-8,X,8,A,0,150,444.36,445.86,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-54X-CC-A,334,U1379,C,54,54-CC,X,CC,A,0,47,445.86,446.33,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-1-A,334,U1379,C,55,55-1,X,1,A,0,150,444.9,446.4,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-2-A,334,U1379,C,55,55-2,X,2,A,0,80,446.4,447.2,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-3-A,334,U1379,C,55,55-3,X,3,A,0,31,447.2,447.51,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-3-A,334,U1379,C,55,55-3,X,3,A,31,40,447.51,447.6,N 4,silty,tephra [F&S84],"Fisher and Schminke, 1984",,silty tephra,very fine silt [U14W22],,soft,the ash appears to be layered with the lower coarser layer being composed of Dark grey materail. the upper layer is lighter in colour and composed of finer material.,
334-U1379C-55X-3-A,334,U1379,C,55,55-3,X,3,A,40,119,447.6,448.39,10GY 3/1,sandy,silty clay [S54],"Shepard, 1954",,sandy silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-4-A,334,U1379,C,55,55-4,X,4,A,0,150,448.39,449.89,10GY 3/1,sandy,silty clay [S54],"Shepard, 1954",,sandy silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-5-A,334,U1379,C,55,55-5,X,5,A,0,150,449.89,451.39,10GY 3/1,sandy,silty clay [S54],"Shepard, 1954",,sandy silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-6-A,334,U1379,C,55,55-6,X,6,A,0,150,451.39,452.89,10GY 3/1,sandy,silty clay [S54],"Shepard, 1954",,sandy silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-7-A,334,U1379,C,55,55-7,X,7,A,0,55,452.89,453.44,10GY 3/1,sandy,silty clay [S54],"Shepard, 1954",,sandy silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-7-A,334,U1379,C,55,55-7,X,7,A,55,150,453.44,454.39,10GY 3/1,sandy,silty clay [S54],"Shepard, 1954",,sandy silty clay,clay [U14W22],,consolidated,,
334-U1379C-55X-CC-A,334,U1379,C,55,55-CC,X,CC,A,0,54,454.39,454.93,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-55X-CC-A,334,U1379,C,55,55-CC,X,CC,A,0,54,454.39,454.93,10GY 3/1,sandy,silty clay [S54],"Shepard, 1954",,sandy silty clay,clay [U14W22],,consolidated,,
334-U1379C-56X-1-A,334,U1379,C,56,56-1,X,1,A,0,150,453.7,455.2,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-56X-2-A,334,U1379,C,56,56-2,X,2,A,0,150,455.2,456.7,10GY 2.5/1,sandy,silt [S54],"Shepard, 1954",,sandy silt,silt [U14W22],,consolidated,,
334-U1379C-56X-3-A,334,U1379,C,56,56-3,X,3,A,0,100,456.7,457.7,10GY 2.5/1,silty,sand [S54],"Shepard, 1954",,silty sand,sand [U14W22],,consolidated,The layer is primarily composed of Shelly fragments ranging in size from fine sand to a 2-3 mm in size.,
334-U1379C-56X-4-A,334,U1379,C,56,56-4,X,4,A,0,132,457.7,459.02,10GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,consolidated,"Layer is composed of Fining upward sequence of sandy clayey silt. Occasionally there are more shelly horizons present; Section 5, 32-34 cm, 87- 89 cm, and 103-106 cm. Section 6, 6-7 cm, 52-54 cm. The core catcher is composed of meduim to coarse sand. ",
334-U1379C-56X-5-A,334,U1379,C,56,56-5,X,5,A,0,150,459.02,460.52,10GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,consolidated,"Layer is composed of Fining upward sequence of sandy clayey silt. Occasionally there are more shelly horizons present; Section 5, 32-34 cm, 87- 89 cm, and 103-106 cm. Section 6, 6-7 cm, 52-54 cm. The core catcher is composed of meduim to coarse sand. ",
334-U1379C-56X-6-A,334,U1379,C,56,56-6,X,6,A,0,150,460.52,462.02,10GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,consolidated,"Layer is composed of Fining upward sequence of sandy clayey silt. Occasionally there are more shelly horizons present; Section 5, 32-34 cm, 87- 89 cm, and 103-106 cm. Section 6, 6-7 cm, 52-54 cm. The core catcher is composed of meduim to coarse sand. ",
334-U1379C-56X-7-A,334,U1379,C,56,56-7,X,7,A,0,102,462.02,463.04,10GY 2.5/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],,consolidated,"Layer is composed of Fining upward sequence of sandy clayey silt. Occasionally there are more shelly horizons present; Section 5, 32-34 cm, 87- 89 cm, and 103-106 cm. Section 6, 6-7 cm, 52-54 cm. The core catcher is composed of meduim to coarse sand. ",
