Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1418F-24R-1-A,12.0,32.0,473.52,473.72,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),moderate [DB86],2,present [A79],3,,,,,,,,,,increased abundance of clasts @ top of interval,gradational contact,,,,,341,U1418,F,24,R,1,A,,,,
341-U1418F-24R-1-A,32.0,140.0,473.72,474.8,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"with greenish gray color bands;
sparse granules;
slight bioturbation, 75-82cm",,,,,,341,U1418,F,24,R,1,A,,,,
341-U1418F-24R-1-A,140.0,150.0,474.8,474.9,,,,,,,,,,,,,,,,,,,,,,SCRE,,,,,,341,U1418,F,24,R,1,A,,,,
341-U1418F-24R-2-A,0.0,75.0,474.9,475.65,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"pyritized burrows @ 22.5, 51.5, 66cm",gradational contact,,,,,341,U1418,F,24,R,2,A,,,,
341-U1418F-24R-2-A,75.0,104.0,475.65,475.94,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,5G 4/1 (dark greenish gray),heavy [DB86],3,present [A79],3,,,,,,,,,,,gradational contact,,,,,341,U1418,F,24,R,2,A,,,,
341-U1418F-24R-2-A,104.0,135.0,475.94,476.25,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,,,,,,,341,U1418,F,24,R,2,A,,,,
341-U1418F-24R-2-A,135.0,150.0,476.25,476.4,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,F,24,R,2,A,,,,
341-U1418F-24R-3-A,0.0,35.0,476.4,476.75,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1418,F,24,R,3,A,,,,
341-U1418F-24R-3-A,35.0,50.0,476.75,476.9,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,2 laminae of coarse sand and granules at 36 and 41 cm; ,gradational contact,,,,,341,U1418,F,24,R,3,A,,,,
341-U1418F-24R-3-A,50.0,107.0,476.9,477.47,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,24,R,3,A,,,,
341-U1418F-24R-3-A,107.0,150.0,477.47,477.9,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,sand lamina at 123 cm,,,,,,341,U1418,F,24,R,3,A,,,,
341-U1418F-24R-4-A,0.0,47.0,477.9,478.37,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,with 5GY 4/1 colour bands,gradational contact,,,,,341,U1418,F,24,R,4,A,,,,
341-U1418F-24R-4-A,47.0,56.0,478.37,478.46,,mud [Leg210],with common clasts,mud  with common clasts,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,colour banded with N 4,gradational contact,,,,,341,U1418,F,24,R,4,A,,,,
341-U1418F-24R-4-A,56.0,118.0,478.46,479.08,,mud [Leg210],with silt [Leg339],mud  with silt ,,,parallel lamination,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,laminated with N4 ,,,,,,341,U1418,F,24,R,4,A,,,,
341-U1418F-24R-4-A,118.0,125.0,479.08,479.15,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,24,R,4,A,,,,
341-U1418F-24R-CC-A,0.0,10.0,479.15,479.25,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,F,24,R,CC,A,,,,
341-U1418F-24R-CC-A,0.0,15.0,479.15,479.3,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,F,24,R,CC,A,,,,
341-U1418F-25R-1-A,0.0,150.0,483.1,484.6,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish gray and ""towards"" dark grey
- lamination down to sub-mm size; varying intensity, e.g. absent between ~36-61 cm in section 1
- some inclined biscuits (e.g. section 2, ~55-75 cm)
- lonestones of max. 2 cm (sedimentary and volcanic rocks)
- intervals with higher sand/gravel contents ranging from sub-mm size (e.g. ~112 cm in section 1) to ~25 cm (e.g. ~36-61 cm in section 2)
- typically very gradational boundaries, but occasionally sharp upper boundaries, e.g. tops of more sandy intervals ~1 cm and 33 cm in section 2.",,,,,,341,U1418,F,25,R,1,A,,,,
341-U1418F-25R-2-A,0.0,150.0,484.6,486.1,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish gray and ""towards"" dark grey
- lamination down to sub-mm size; varying intensity, e.g. absent between ~36-61 cm in section 1
- some inclined biscuits (e.g. section 2, ~55-75 cm)
- lonestones of max. 2 cm (sedimentary and volcanic rocks)
- intervals with higher sand/gravel contents ranging from sub-mm size (e.g. ~112 cm in section 1) to ~25 cm (e.g. ~36-61 cm in section 2)
- typically very gradational boundaries, but occasionally sharp upper boundaries, e.g. tops of more sandy intervals ~1 cm and 33 cm in section 2.",,,,,,341,U1418,F,25,R,2,A,,,,
341-U1418F-25R-3-A,0.0,150.0,486.1,487.6,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish gray and ""towards"" dark grey
- lamination down to sub-mm size; varying intensity, e.g. absent between ~36-61 cm in section 1
- some inclined biscuits (e.g. section 2, ~55-75 cm)
- lonestones of max. 2 cm (sedimentary and volcanic rocks)
- intervals with higher sand/gravel contents ranging from sub-mm size (e.g. ~112 cm in section 1) to ~25 cm (e.g. ~36-61 cm in section 2)
- typically very gradational boundaries, but occasionally sharp upper boundaries, e.g. tops of more sandy intervals ~1 cm and 33 cm in section 2.",,,,,,341,U1418,F,25,R,3,A,,,,
341-U1418F-25R-4-A,0.0,150.0,487.6,489.1,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"dispersed clasts: fine to coarse grained lithics; fine laminations (1 mm), nice color changes (dark greenish gray, green, brownish); some diamict layers (1 - 5 cm thick) occur: fine to medium grains and gravel, gradational boundaries",,,,,,341,U1418,F,25,R,4,A,,,,
341-U1418F-25R-5-A,0.0,150.0,489.1,490.6,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"dispersed clasts: fine to coarse grained lithics; fine laminations (1-5 mm), nice color changes (dark greenish gray, green, brownish); some diamict layers (1  cm thick) occur: fine to medium grains, gradational boundaries",,,,,,341,U1418,F,25,R,5,A,,,,
341-U1418F-25R-6-A,0.0,146.0,490.6,492.06,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"clayey mud with dispersed clasts: fine to coarse grained lithics; fine laminations (1-4 mm), nice color changes (dark greenish gray, green, brownish); few diamict layers (1  cm thick) occur: fine grains, gradational boundaries",,,,,,341,U1418,F,25,R,6,A,,,,
341-U1418F-25R-7-A,0.0,53.0,492.06,492.59,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"clayey mud few dispersed clasts: fine to medium grained lithics; fine laminations (3 mm), nice color changes (10Y 4/1 to N4)",,,,,,341,U1418,F,25,R,7,A,,,,
341-U1418F-25R-CC-A,0.0,15.0,492.59,492.74,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,few fine sized lithic grains; color changes to N4,,,,,,341,U1418,F,25,R,CC,A,,,,
341-U1418F-26R-1-A,0.0,135.0,492.8,494.15,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish grey and dark grey (towards N 4)
- some inclined biscuits
- VERY FEW lonestones (<2 cm): greenstone, weathered basalt(?) - almost no clasts above 121 cm
- RELATIVELY FEW intervals with higher sand/gravel contents ranging from mm (e.g. 74.5 cm, section 2) to >15 cm (below ~120 cm, section 1)
- generally gradational boundaries, but occasionally sharp upper boundaries, e.g. ~25.5 in section 2
- coarser intervals generally associated with more greyish matrix, rather than more greenish
- occasional mud clasts (<5 mm), e.g. 76.5, section 2


",,,,,,341,U1418,F,26,R,1,A,,,,
341-U1418F-26R-1-A,135.0,150.0,494.15,494.3,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,F,26,R,1,A,,,,
341-U1418F-26R-2-A,0.0,150.0,494.3,495.8,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish grey and dark grey (towards N 4)
- some inclined biscuits
- VERY FEW lonestones (<2 cm): greenstone, weathered basalt(?) - almost no clasts above 121 cm
- RELATIVELY FEW intervals with higher sand/gravel contents ranging from mm (e.g. 74.5 cm, section 2) to >15 cm (below ~120 cm, section 1)
- generally gradational boundaries, but occasionally sharp upper boundaries, e.g. ~25.5 in section 2
- coarser intervals generally associated with more greyish matrix, rather than more greenish
- occasional mud clasts (<5 mm), e.g. 76.5, section 2
",,,,,,341,U1418,F,26,R,2,A,,,,
341-U1418F-26R-3-A,0.0,147.0,495.8,497.27,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish grey and dark grey (towards N 4)
- some inclined biscuits
- VERY FEW lonestones (<2 cm): greenstone, weathered basalt(?) - almost no clasts above 121 cm
- RELATIVELY FEW intervals with higher sand/gravel contents ranging from mm (e.g. 74.5 cm, section 2) to >15 cm (below ~120 cm, section 1)
- generally gradational boundaries, but occasionally sharp upper boundaries, e.g. ~25.5 in section 2
- coarser intervals generally associated with more greyish matrix, rather than more greenish
- occasional mud clasts (<5 mm), e.g. 76.5, section 2


",,,,,,341,U1418,F,26,R,3,A,,,,
341-U1418F-26R-CC-A,0.0,6.0,497.27,497.33,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,- one biscuit,,,,,,341,U1418,F,26,R,CC,A,,,,
341-U1418F-26R-CC-A,6.0,11.0,497.33,497.38,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,F,26,R,CC,A,,,,
341-U1418F-27R-1-A,0.0,135.0,502.5,503.85,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish grey (10Y 4/1) and dark grey (N 4)
- lamination down to sub-mm (varying intensity)
- very few lonestones
- intervals with higher sand/gravel contents ranging from sub-mm (e.g. ~68 cm, section 1) to ~3 cm (0-3 cm, section 2)
- generally gradational boundaries, but occasionally sharp upper (& very occasionally sharp lower) boundaries (e.g. 74-75 cm, section 2)
- coarser intervals more often associated with more greyish matrix rather than with more greenish
- two sub-rounded clasts of ~8 cm: 1) section 1, ~1-7 cm: fine sandstone; 2) section 2, ~51-58 cm: medium sandstone",,,,,,341,U1418,F,27,R,1,A,,,,
341-U1418F-27R-1-A,135.0,150.0,503.85,504.0,,,,,,,,,,,,,,,,,,,,,,Sample SAFF,,,,,,341,U1418,F,27,R,1,A,,,,
341-U1418F-27R-2-A,0.0,135.0,504.0,505.35,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish grey (10Y 4/1) and dark grey (N 4)
- lamination down to sub-mm (varying intensity)
- very few lonestones
- intervals with higher sand/gravel contents ranging from sub-mm (e.g. ~68 cm, section 1) to ~3 cm (0-3 cm, section 2)
- generally gradational boundaries, but occasionally sharp upper (& very occasionally sharp lower) boundaries (e.g. 74-75 cm, section 2)
- coarser intervals more often associated with more greyish matrix rather than with more greenish
- two sub-rounded clasts of ~8 cm: 1) section 1, ~1-7 cm: fine sandstone; 2) section 2, ~51-58 cm: medium sandstone",,,,,,341,U1418,F,27,R,2,A,,,,
341-U1418F-27R-2-A,135.0,150.0,505.35,505.5,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,F,27,R,2,A,,,,
341-U1418F-27R-3-A,0.0,135.0,505.5,506.85,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between dark greenish grey (10Y 4/1) and dark grey (N 4)
- lamination down to sub-mm (varying intensity)
- very few lonestones
- intervals with higher sand/gravel contents ranging from sub-mm (e.g. ~68 cm, section 1) to ~3 cm (0-3 cm, section 2)
- generally gradational boundaries, but occasionally sharp upper (& very occasionally sharp lower) boundaries (e.g. 74-75 cm, section 2)
- coarser intervals more often associated with more greyish matrix rather than with more greenish
- two sub-rounded clasts of ~8 cm: 1) section 1, ~1-7 cm: fine sandstone; 2) section 2, ~51-58 cm: medium sandstone",,,,,,341,U1418,F,27,R,3,A,,,,
341-U1418F-27R-3-A,135.0,150.0,506.85,507.0,,,,,,,,,,,,,,,,,,,,,,Sample OJIM,,,,,,341,U1418,F,27,R,3,A,,,,
341-U1418F-27R-4-A,0.0,140.0,507.0,508.4,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"laminated mud with dispersed clasts (fine to coarse grained lithics, black metasediment, granitoid gravels); 1-5 mm laminae vary in color (10Y 4/1 to 5GY 3/1 to 5Y 3/2; few diamict layers (0.5-2 cm thick)with gradational boundaries occur",,,,,,341,U1418,F,27,R,4,A,,,,
341-U1418F-27R-4-A,140.0,150.0,508.4,508.5,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,5Y 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,341,U1418,F,27,R,4,A,,,,
341-U1418F-27R-5-A,0.0,102.0,508.5,509.52,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,5Y 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,"mud with biosilica and clasts: fine to coarse grained lithics, few gravel up to 0.8 cm (mainly black metasediments); bioturbation is very high and probably destroyed lamination; pyritised clasts @ 73 and 77.5 cm",,,,,,341,U1418,F,27,R,5,A,,,,
341-U1418F-27R-5-A,102.0,130.0,509.52,509.8,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,10Y 3/1 (very dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"mud with biosilica and clasts: fine to coarse grained lithics, few gravel up to 0.8 cm (mainly black metasediments); bioturbation is very high and probably destroyed lamination; pyritised clasts @ 73 and 77.5 cm",,,,,,341,U1418,F,27,R,5,A,,,,
341-U1418F-28R-1-A,0.0,150.0,512.2,513.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between 10Y 4/1, 5Y 4/1 and 10Y 3/1
- intervals with higher sand/gravel contents ranging from ~1 mm (e.g. section 2, ~19.5 cm) to ~13 cm (e.g. section 1, ~66-79 cm)
- generally gradational boundaries
- some lamination (much less than in overlying cores), e.g. upper parts of section 2; lamination down to sub-mm
84-90: relatively high silt content
~125: epidote/chlorite(?) rich clast",,,,,,341,U1418,F,28,R,1,A,,,,
341-U1418F-28R-2-A,0.0,150.0,513.7,515.2,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between 10Y 4/1, 5Y 4/1 and 10Y 3/1
- intervals with higher sand/gravel contents ranging from ~1 mm (e.g. section 2, ~19.5 cm) to ~13 cm (e.g. section 1, ~66-79 cm)
- generally gradational boundaries
- some lamination (much less than in overlying cores), e.g. upper parts of section 2; lamination down to sub-mm
~23.5: irregular, sharp transition -> bioturbation or mass wasting?
31-32: fining upward silt with sharp lower boundary
~101: irregular boundary between two colours
~123: pebble of claystone(?)
",,,,,,341,U1418,F,28,R,2,A,,,,
341-U1418F-28R-3-A,0.0,23.0,515.2,515.43,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- mud with dispersed clasts
- colour banding between 10Y 4/1, 5Y 4/1 and 10Y 3/1
- intervals with higher sand/gravel contents ranging from ~1 mm (e.g. section 2, ~19.5 cm) to ~13 cm (e.g. section 1, ~66-79 cm)
- generally gradational boundaries
- some lamination (much less than in overlying cores), e.g. upper parts of section 2; lamination down to sub-mm

- lower boundary defined by colour change",,,,,,341,U1418,F,28,R,3,A,,,,
341-U1418F-28R-3-A,23.0,135.0,515.43,516.55,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],,,,,,,,,,,"- massive mud
- VERY FEW clasts: <3 mm
- 45-47: two fragments of shells(?)
- scattered medium to fine sand grains",,,,,,341,U1418,F,28,R,3,A,,,,
341-U1418F-28R-3-A,135.0,150.0,516.55,516.7,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,F,28,R,3,A,,,,
341-U1418F-28R-4-A,0.0,30.0,516.7,517.0,muddy [Leg339],sand [Leg210],,muddy  sand ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"fine to medium grained muddy sand (quz, biotite and or black lithics); gradational lower boundary into silty mud",,,,,,341,U1418,F,28,R,4,A,,,,
341-U1418F-28R-4-A,30.0,150.0,517.0,518.2,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,silty mud with significant bioturbation burrows (and with volc. ash),,,,,,341,U1418,F,28,R,4,A,,,,
341-U1418F-28R-5-A,0.0,60.0,518.2,518.8,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,mud with color changes due to bioturbation?: dark greenish to very dark greenish gray,,,,,,341,U1418,F,28,R,5,A,,,,
341-U1418F-28R-5-A,60.0,152.0,518.8,519.72,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,mud with some silt laminae (1-3 mm); silt intervals are more disturbed,,,,,,341,U1418,F,28,R,5,A,,,,
341-U1418F-28R-6-A,0.0,82.0,519.72,520.54,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud; slightly siltier @ 62 - 83 cm,,,,,,341,U1418,F,28,R,6,A,,,,
341-U1418F-29R-1-A,0.0,150.0,521.9,523.4,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,present [A79],,,,,,,,,,,"- biosiliceous bearing mud with ash
- slight colour variations to more greyish/greenish/brownish
- generally very few pebbles
- very few scattered sand grains, but occasional intervals with higher numbers of sand grains, e.g. sect. 3, ~64-66 cm -> not sure if the grains are ice rafted or not; could also be reworked;
- occasional occurrence of ash patches, e.g. sect. 2, 19 cm, 88 cm; sect. 3, 38 cm(?)
- rel. many small, relatively round holes, mostly <2 mm -> bioturbation or degassing structures? Presumably bioturbation.

- one pebble in section 1 rock piece coated with mica or pyrite(?)",,,,,,341,U1418,F,29,R,1,A,,,,
341-U1418F-29R-2-A,0.0,150.0,523.4,524.9,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"- biosiliceous bearing mud with ash
- slight colour variations to more greyish/greenish/brownish
- generally very few pebbles
- very few scattered sand grains, but occasional intervals with higher numbers of sand grains, e.g. sect. 3, ~64-66 cm -> not sure if the grains are ice rafted or not; could also be reworked;
- occasional occurrence of ash patches, e.g. sect. 2, 19 cm, 88 cm; sect. 3, 38 cm(?)
- rel. many small, relatively round holes, mostly <2 mm -> bioturbation or degassing structures? Presumably bioturbation.

~126 cm: pyritized burrow?""

- ash(?) patches as ~19 & 88 cm",,,,,,341,U1418,F,29,R,2,A,,,,
341-U1418F-29R-3-A,0.0,150.0,524.9,526.4,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"- biosiliceous bearing mud with ash
- slight colour variations to more greyish/greenish/brownish
- generally very few pebbles
- very few scattered sand grains, but occasional intervals with higher numbers of sand grains, e.g. sect. 3, ~64-66 cm -> not sure if the grains are ice rafted or not; could also be reworked;
- occasional occurrence of ash patches, e.g. sect. 2, 19 cm, 88 cm; sect. 3, 38 cm(?)
- rel. many small, relatively round holes, mostly <2 mm -> bioturbation or degassing structures? Presumably bioturbation.

- ash patches around 30-40 cm?

- disturbed interval between ~53 and 59 cm contains rel. much silt!
",,,,,,341,U1418,F,29,R,3,A,,,,
341-U1418F-29R-4-A,0.0,2.0,526.4,526.42,,,,,,,,,,,,,,,,,,,,,,void,,,,,,341,U1418,F,29,R,4,A,,,,
341-U1418F-29R-4-A,2.0,110.0,526.42,527.5,calcareous bearing,mud [Leg210],with biosilica [Leg339],calcareous bearing mud  with biosilica ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,highly bioturbated mud; few 1 mm holes (unfilled bioturbation burrows?); 44-49 cm bioturbated ash lenses (5Y 5/1),,,,,,341,U1418,F,29,R,4,A,,,,
341-U1418F-29R-4-A,110.0,135.0,527.5,527.75,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"clasts @ 114 cm (0.3 cm black metasediment), @ 121 cm (0.3 cm quartz)",,,,,,341,U1418,F,29,R,4,A,,,,
341-U1418F-29R-4-A,135.0,150.0,527.75,527.9,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1418,F,29,R,4,A,,,,
341-U1418F-29R-5-A,0.0,50.0,527.9,528.4,,mud [Leg210],,mud ,,,,10Y 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,massive mud,,,,,,341,U1418,F,29,R,5,A,,,,
341-U1418F-29R-5-A,50.0,120.0,528.4,529.1,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"more silty, biosilica (sponge spicules)",,,,,,341,U1418,F,29,R,5,A,,,,
341-U1418F-29R-5-A,120.0,150.0,529.1,529.4,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,trace amount,1,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"highly bioturbated mud with black burrows, ash lenses (silt-sized, very angular, 5Y 5/1)",,,,,,341,U1418,F,29,R,5,A,,,,
341-U1418F-29R-6-A,0.0,132.0,529.4,530.72,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"bioturbation high in upper part of the section, than none to slight",,,,,,341,U1418,F,29,R,6,A,,,,
341-U1418F-29R-CC-A,0.0,17.0,530.72,530.89,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,very clayey dark gray to very dark gray mud,,,,,,341,U1418,F,29,R,CC,A,,,,
341-U1418F-29R-CC-A,17.0,22.0,530.89,530.94,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,F,29,R,CC,A,,,,
341-U1418F-30R-1-A,0.0,109.0,531.6,532.69,,mud [Leg210],,mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],,,,,,,,,,,"- laminated mud with colour banding towards more greyish/brownish -> lamination down to sub-mm
- very occasionally beds up to 2 cm
- slight bioturbation; some <2 cm thick intervals are moderately bioturbated
- occasional silty/sandy lenses, e.g. 23-24 cm, 26-27 cm
- very few granule lonestones",,,,,,341,U1418,F,30,R,1,A,,,,
