Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top[cm] [cm],Bottom[cm] [cm],Top Depth[m] [m],Bottom Depth[m] [m],Color(name),PREFIX,PRINCIPALLITHOLOGY,Classification,SUFFIX,COMPLETE NAME,"Dominantgrain size(Wentworth, 1922)",Clastic grainRoundness,LITHIFICATION,LITHOLOGY COMMENTS,File Data,
"334-U1378B-51X-1-A, 0-7",334,U1378,B,51,51-1,X,1,A,0.0,7.0,409.7,409.77,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,Some pebbles are cemented concretions.,,
"334-U1378B-51X-1-A, 7-32",334,U1378,B,51,51-1,X,1,A,7.0,32.0,409.77,410.02,10GY 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],subangular (Default),well consolidated,Sandy component appears to contain shelly fragments.,,
"334-U1378B-51X-1-A, 32-150",334,U1378,B,51,51-1,X,1,A,32.0,150.0,410.02,411.2,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,Sandy component is composed of shelly material.,,
"334-U1378B-51X-2-A, 0-5",334,U1378,B,51,51-2,X,2,A,0.0,5.0,411.2,411.25,10GY 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],subangular (Default),well consolidated,Sandy component appears to contain shelly fragments.,,
"334-U1378B-51X-2-A, 5-36",334,U1378,B,51,51-2,X,2,A,5.0,36.0,411.25,411.56,10GY 3/1,clay,silty sand [S54],"Shepard, 1954",,clay silty sand,coarse sand [U14W22],subangular (Default),soft,Sand composed of coarse shell fragments.,,
"334-U1378B-51X-2-A, 36-88",334,U1378,B,51,51-2,X,2,A,36.0,88.0,411.56,412.08,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,clay [U14W22],,well consolidated,"Sandy horizon present at top of sequence, composed of shell fragments.",,
"334-U1378B-51X-2-A, 88-150",334,U1378,B,51,51-2,X,2,A,88.0,150.0,412.08,412.7,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,clay [U14W22],,well consolidated,"Sandy horizon present at top of sequence, composed of shell fragments.",,
"334-U1378B-51X-3-A, 0-120",334,U1378,B,51,51-3,X,3,A,0.0,120.0,412.7,413.9,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,clay [U14W22],,well consolidated,"Sandy horizon present at top of sequence, composed of shell fragments.",,
"334-U1378B-51X-4-A, 0-68",334,U1378,B,51,51-4,X,4,A,0.0,68.0,413.9,414.58,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,clay [U14W22],,well consolidated,"Sandy horizon present at base of sequence, composed of shell fragments and what appears to be black organic matter.",,
"334-U1378B-51X-4-A, 68-121",334,U1378,B,51,51-4,X,4,A,68.0,121.0,414.58,415.11,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,"Sandy horizon present at base of sequence, composed of shell fragments and what appears to be black organic matter. the sand component is from 118cm Section 3 to 22cm Section 4.",,
"334-U1378B-51X-5-A, 0-22",334,U1378,B,51,51-5,X,5,A,0.0,22.0,415.11,415.33,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,"Sandy horizon present at base of sequence, composed of shell fragments and what appears to be black organic matter. the sand component is from 118cm Section 3 to 22cm Section 4.",,
"334-U1378B-51X-5-A, 22-61",334,U1378,B,51,51-5,X,5,A,22.0,61.0,415.33,415.72,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,Becomes slightly sandy towards base.,,
"334-U1378B-51X-5-A, 61-117",334,U1378,B,51,51-5,X,5,A,61.0,117.0,415.72,416.28,10GY 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],subangular (Default),well consolidated,"Sandy horizon present at top of sequence, composed of shell fragments and what appears to be black organic matter.",,
"334-U1378B-51X-6-A, 0-51",334,U1378,B,51,51-6,X,6,A,0.0,51.0,416.28,416.79,10GY 3/1,sandy,clayey silt [S54],"Shepard, 1954",,sandy clayey silt,silt [U14W22],subangular (Default),well consolidated,"Sandy horizon present at top of sequence, composed of shell fragments and what appears to be black organic matter.",,
"334-U1378B-51X-6-A, 51-69",334,U1378,B,51,51-6,X,6,A,51.0,69.0,416.79,416.97,10GY 3/1,silty,sand [S54],"Shepard, 1954",,silty sand,medium sand [U14W22],subangular (Default),soft,Sand horizon that contains dark horizons that many be a concentration of heavy minerals (see smear slides),,
"334-U1378B-51X-6-A, 69-150",334,U1378,B,51,51-6,X,6,A,69.0,150.0,416.97,417.78,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-51X-7-A, 0-129",334,U1378,B,51,51-7,X,7,A,0.0,129.0,417.78,419.07,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-51X-CC-A, 0-23",334,U1378,B,51,51-CC,X,CC,A,0.0,23.0,419.07,419.3,10GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-51X-CC-A, 23-26",334,U1378,B,51,51-CC,X,CC,A,23.0,26.0,419.3,419.33,10GY 3/1,silty,sand [S54],"Shepard, 1954",,silty sand,coarse sand [U14W22],subangular (Default),well consolidated,,,
"334-U1378B-51X-CC-A, 26-34",334,U1378,B,51,51-CC,X,CC,A,26.0,34.0,419.33,419.41,10GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,well consolidated,,,
"334-U1378B-52X-1-A, 0-150",334,U1378,B,52,52-1,X,1,A,0.0,150.0,419.2,420.7,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-52X-2-A, 0-130",334,U1378,B,52,52-2,X,2,A,0.0,130.0,420.7,422.0,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-52X-3-A, 0-31",334,U1378,B,52,52-3,X,3,A,0.0,31.0,422.0,422.31,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-52X-3-A, 31-33",334,U1378,B,52,52-3,X,3,A,31.0,33.0,422.31,422.33,N 4,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,fine silt [U14W22],,consolidated,,,
"334-U1378B-52X-3-A, 33-130",334,U1378,B,52,52-3,X,3,A,33.0,130.0,422.33,423.3,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,silty/sandy parts are foraminifers,,
"334-U1378B-52X-4-A, 0-70",334,U1378,B,52,52-4,X,4,A,0.0,70.0,423.3,424.0,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,silty/sandy parts are foraminifers,,
"334-U1378B-52X-4-A, 70-100",334,U1378,B,52,52-4,X,4,A,70.0,100.0,424.0,424.3,5GY 3/1,sandy,clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,lithified,sand fraction are mostly foraminifers and some rare sed. lithic enrichments.,,
"334-U1378B-52X-5-A, 0-102",334,U1378,B,52,52-5,X,5,A,0.0,102.0,424.3,425.32,5GY 3/1,sandy,clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,lithified,sand fraction are mostly foraminifers and some rare sed. lithic enrichments.,,
"334-U1378B-52X-6-A, 0-147",334,U1378,B,52,52-6,X,6,A,0.0,147.0,425.32,426.79,5GY 3/1,sandy,clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,lithified,sand fraction are mostly foraminifers and some rare sed. lithic enrichments.,,
"334-U1378B-52X-7-A, 0-133",334,U1378,B,52,52-7,X,7,A,0.0,133.0,426.79,428.12,5GY 3/1,sandy,clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,lithified,sand fraction are mostly foraminifers and some rare sed. lithic enrichments.,,
"334-U1378B-52X-CC-A, 0-67",334,U1378,B,52,52-CC,X,CC,A,0.0,67.0,428.12,428.79,5GY 3/1,sandy,clay [S54],"Shepard, 1954",,sandy clay,clay [U14W22],,lithified,sand fraction are mostly foraminifers and some rare sed. lithic enrichments.,,
"334-U1378B-53X-1-A, 0-13",334,U1378,B,53,53-1,X,1,A,0.0,13.0,428.8,428.93,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-1-A, 13-57",334,U1378,B,53,53-1,X,1,A,13.0,57.0,428.93,429.37,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-2-A, 0-80",334,U1378,B,53,53-2,X,2,A,0.0,80.0,429.37,430.17,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-3-A, 0-26",334,U1378,B,53,53-3,X,3,A,0.0,26.0,430.17,430.43,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-3-A, 26-85",334,U1378,B,53,53-3,X,3,A,26.0,85.0,430.43,431.02,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-4-A, 0-124",334,U1378,B,53,53-4,X,4,A,0.0,124.0,431.02,432.26,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-5-A, 0-57",334,U1378,B,53,53-5,X,5,A,0.0,57.0,432.26,432.83,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-5-A, 57-115",334,U1378,B,53,53-5,X,5,A,57.0,115.0,432.83,433.41,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-5-A, 115-143",334,U1378,B,53,53-5,X,5,A,115.0,143.0,433.41,433.69,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-6-A, 0-10",334,U1378,B,53,53-6,X,6,A,0.0,10.0,433.69,433.79,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-6-A, 10-143",334,U1378,B,53,53-6,X,6,A,10.0,143.0,433.79,435.12,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-7-A, 0-123",334,U1378,B,53,53-7,X,7,A,0.0,123.0,435.12,436.35,5GY 3/1,clay,silt [S54],"Shepard, 1954",,clay silt,silt [U14W22],,well consolidated,,,
"334-U1378B-53X-7-A, 123-123",334,U1378,B,53,53-7,X,7,A,123.0,123.0,436.35,436.35,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-53X-8-A, 0-101",334,U1378,B,53,53-8,X,8,A,0.0,101.0,436.35,437.36,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-53X-9-A, 0-150",334,U1378,B,53,53-9,X,9,A,0.0,150.0,437.36,438.86,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-53X-CC-A, 0-48",334,U1378,B,53,53-CC,X,CC,A,0.0,48.0,438.86,439.34,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-53X-CC-A, 0-48",334,U1378,B,53,53-CC,X,CC,A,0.0,48.0,438.86,439.34,5GY 3/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-54X-1-A, 0-30",334,U1378,B,54,54-1,X,1,A,0.0,30.0,437.7,438.0,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-1-A, 30-72",334,U1378,B,54,54-1,X,1,A,30.0,72.0,438.0,438.42,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,"two horizons where foraminifera are rich, making the layers seems sandy; 48 - 52cm and 60 - 62cm.",,
"334-U1378B-54X-1-A, 72-82",334,U1378,B,54,54-1,X,1,A,72.0,82.0,438.42,438.52,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-1-A, 82-105",334,U1378,B,54,54-1,X,1,A,82.0,105.0,438.52,438.75,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-1-A, 105-129",334,U1378,B,54,54-1,X,1,A,105.0,129.0,438.75,438.99,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-1-A, 129-150",334,U1378,B,54,54-1,X,1,A,129.0,150.0,438.99,439.2,5GY 3/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-54X-2-A, 0-4",334,U1378,B,54,54-2,X,2,A,0.0,4.0,439.2,439.24,5GY 3/1,,tephra [F&S84],"Fisher and Schminke, 1984",,tephra,silt [U14W22],,consolidated,,,
"334-U1378B-54X-2-A, 4-21",334,U1378,B,54,54-2,X,2,A,4.0,21.0,439.24,439.41,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-2-A, 21-70",334,U1378,B,54,54-2,X,2,A,21.0,70.0,439.41,439.9,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-2-A, 70-78",334,U1378,B,54,54-2,X,2,A,70.0,78.0,439.9,439.98,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-2-A, 78-121",334,U1378,B,54,54-2,X,2,A,78.0,121.0,439.98,440.41,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-2-A, 121-129",334,U1378,B,54,54-2,X,2,A,121.0,129.0,440.41,440.49,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-2-A, 129-150",334,U1378,B,54,54-2,X,2,A,129.0,150.0,440.49,440.7,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-3-A, 0-41",334,U1378,B,54,54-3,X,3,A,0.0,41.0,440.7,441.11,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-3-A, 41-72",334,U1378,B,54,54-3,X,3,A,41.0,72.0,441.11,441.42,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-3-A, 72-84",334,U1378,B,54,54-3,X,3,A,72.0,84.0,441.42,441.54,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-3-A, 84-112",334,U1378,B,54,54-3,X,3,A,84.0,112.0,441.54,441.82,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-3-A, 112-150",334,U1378,B,54,54-3,X,3,A,112.0,150.0,441.82,442.2,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-4-A, 0-100",334,U1378,B,54,54-4,X,4,A,0.0,100.0,442.2,443.2,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-5-A, 0-39",334,U1378,B,54,54-5,X,5,A,0.0,39.0,443.2,443.59,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-5-A, 39-43",334,U1378,B,54,54-5,X,5,A,39.0,43.0,443.59,443.63,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-5-A, 43-140",334,U1378,B,54,54-5,X,5,A,43.0,140.0,443.63,444.6,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-6-A, 0-150",334,U1378,B,54,54-6,X,6,A,0.0,150.0,444.6,446.1,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-7-A, 0-100",334,U1378,B,54,54-7,X,7,A,0.0,100.0,446.1,447.1,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-54X-CC-A, 0-31",334,U1378,B,54,54-CC,X,CC,A,0.0,31.0,447.1,447.41,5GY 3/1,silty,clay [S54],"Shepard, 1954",,silty clay,clay [U14W22],,lithified,,,
"334-U1378B-55X-1-A, 0-90",334,U1378,B,55,55-1,X,1,A,0.0,90.0,447.1,448.0,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,Few cm-scaled medium-sand horizons.,,
"334-U1378B-55X-2-A, 0-117",334,U1378,B,55,55-2,X,2,A,0.0,117.0,448.0,449.17,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,Few cm-scaled medium-sand horizons.,,
"334-U1378B-55X-3-A, 0-150",334,U1378,B,55,55-3,X,3,A,0.0,150.0,449.17,450.67,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,Few cm-scaled medium-sand horizons.,,
"334-U1378B-55X-4-A, 0-150",334,U1378,B,55,55-4,X,4,A,0.0,150.0,450.67,452.17,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,Few cm-scaled medium-sand horizons.,,
"334-U1378B-55X-5-A, 0-150",334,U1378,B,55,55-5,X,5,A,0.0,150.0,452.17,453.67,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,Few cm-scaled medium-sand horizons.,,
"334-U1378B-55X-6-A, 0-150",334,U1378,B,55,55-6,X,6,A,0.0,150.0,453.67,455.17,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,Few cm-scaled medium-sand horizons.,,
"334-U1378B-55X-7-A, 0-134",334,U1378,B,55,55-7,X,7,A,0.0,134.0,455.17,456.51,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,Few cm-scaled medium-sand horizons.,,
"334-U1378B-55X-CC-A, 0-49",334,U1378,B,55,55-CC,X,CC,A,0.0,49.0,456.51,457.0,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,Few cm-scaled medium-sand horizons.,,
"334-U1378B-56X-1-A, 0-90",334,U1378,B,56,56-1,X,1,A,0.0,90.0,456.7,457.6,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,sand [U14W22],,lithified,variably calcareous,,
"334-U1378B-56X-2-A, 0-100",334,U1378,B,56,56-2,X,2,A,0.0,100.0,457.6,458.6,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy siltstone,sand [U14W22],,lithified,variably calcareous,,
"334-U1378B-56X-3-A, 0-150",334,U1378,B,56,56-3,X,3,A,0.0,150.0,458.6,460.1,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy siltstone,sand [U14W22],,lithified,variably calcareous,,
"334-U1378B-56X-4-A, 0-150",334,U1378,B,56,56-4,X,4,A,0.0,150.0,460.1,461.6,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy siltstone,sand [U14W22],,lithified,variably calcareous,,
"334-U1378B-56X-5-A, 0-150",334,U1378,B,56,56-5,X,5,A,0.0,150.0,461.6,463.1,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy siltstone,sand [U14W22],,lithified,variably calcareous,,
"334-U1378B-56X-6-A, 0-150",334,U1378,B,56,56-6,X,6,A,0.0,150.0,463.1,464.6,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy siltstone,sand [U14W22],,lithified,variably calcareous,,
"334-U1378B-56X-7-A, 0-150",334,U1378,B,56,56-7,X,7,A,0.0,150.0,464.6,466.1,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy siltstone,sand [U14W22],,lithified,variably calcareous,,
"334-U1378B-56X-CC-A, 0-40",334,U1378,B,56,56-CC,X,CC,A,0.0,40.0,466.1,466.5,5GY 3/1,,sandy silt [S54],"Shepard, 1954",,sandy siltstone,sand [U14W22],,lithified,variably calcareous,,
"334-U1378B-57X-1-A, 0-17",334,U1378,B,57,57-1,X,1,A,0.0,17.0,466.3,466.47,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-57X-1-A, 17-150",334,U1378,B,57,57-1,X,1,A,17.0,150.0,466.47,467.8,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-57X-2-A, 0-4",334,U1378,B,57,57-2,X,2,A,0.0,4.0,467.8,467.84,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-57X-2-A, 4-90",334,U1378,B,57,57-2,X,2,A,4.0,90.0,467.84,468.7,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],subrounded (Default),lithified,calcareous,,
"334-U1378B-57X-3-A, 0-99",334,U1378,B,57,57-3,X,3,A,0.0,99.0,468.7,469.69,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],subrounded (Default),lithified,calcareous,,
"334-U1378B-57X-4-A, 0-150",334,U1378,B,57,57-4,X,4,A,0.0,150.0,469.69,471.19,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],subrounded (Default),lithified,calcareous,,
"334-U1378B-57X-5-A, 0-116",334,U1378,B,57,57-5,X,5,A,0.0,116.0,471.19,472.35,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,fine sand [U14W22],subrounded (Default),lithified,calcareous,,
"334-U1378B-57X-5-A, 116-150",334,U1378,B,57,57-5,X,5,A,116.0,150.0,472.35,472.69,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],subrounded (Default),lithified,"Levels of medium to coarse sand, mostly composed of very dark greenish/black particles (tephra? micronodules?). Boundaries are highly irregular.
",,
"334-U1378B-57X-6-A, 0-95",334,U1378,B,57,57-6,X,6,A,0.0,95.0,472.69,473.64,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],subrounded (Default),lithified,"Levels of medium to coarse sand, mostly composed of very dark greenish/black particles (tephra? micronodules?). Boundaries are highly irregular.
",,
"334-U1378B-57X-6-A, 95-146",334,U1378,B,57,57-6,X,6,A,95.0,146.0,473.64,474.15,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-57X-6-A, 146-151",334,U1378,B,57,57-6,X,6,A,146.0,151.0,474.15,474.2,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],subrounded (Default),lithified,"Levels of medium to coarse sand, mostly composed of very dark greenish/black particles (tephra? micronodules?). Boundaries are highly irregular.
",,
"334-U1378B-57X-7-A, 0-7",334,U1378,B,57,57-7,X,7,A,0.0,7.0,474.2,474.27,5GY 3/1,,sandstone [S54],"Shepard, 1954",,sandstone,medium sand [U14W22],subrounded (Default),lithified,"Levels of medium to coarse sand, mostly composed of very dark greenish/black particles (tephra? micronodules?). Boundaries are highly irregular.
",,
"334-U1378B-57X-7-A, 7-152",334,U1378,B,57,57-7,X,7,A,7.0,152.0,474.27,475.72,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-57X-CC-A, 0-48",334,U1378,B,57,57-CC,X,CC,A,0.0,48.0,475.72,476.2,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-58X-1-A, 0-146",334,U1378,B,58,58-1,X,1,A,0.0,146.0,475.9,477.36,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-58X-2-A, 0-126",334,U1378,B,58,58-2,X,2,A,0.0,126.0,477.36,478.62,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-58X-3-A, 0-150",334,U1378,B,58,58-3,X,3,A,0.0,150.0,478.62,480.12,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-58X-4-A, 0-115",334,U1378,B,58,58-4,X,4,A,0.0,115.0,480.12,481.27,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-58X-CC-A, 0-41",334,U1378,B,58,58-CC,X,CC,A,0.0,41.0,481.27,481.68,5GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-59X-1-A, 0-23",334,U1378,B,59,59-1,X,1,A,0.0,23.0,485.5,485.73,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-59X-2-A, 0-150",334,U1378,B,59,59-2,X,2,A,0.0,150.0,485.73,487.23,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-59X-3-A, 0-150",334,U1378,B,59,59-3,X,3,A,0.0,150.0,487.23,488.73,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-59X-4-A, 0-125",334,U1378,B,59,59-4,X,4,A,0.0,125.0,488.73,489.98,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-59X-5-A, 0-150",334,U1378,B,59,59-5,X,5,A,0.0,150.0,489.98,491.48,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-59X-6-A, 0-150",334,U1378,B,59,59-6,X,6,A,0.0,150.0,491.48,492.98,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-59X-7-A, 0-100",334,U1378,B,59,59-7,X,7,A,0.0,100.0,492.98,493.98,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
"334-U1378B-59X-8-A, 0-75",334,U1378,B,59,59-8,X,8,A,0.0,75.0,493.98,494.73,10GY 3/1,,sandy siltstone [S54],"Shepard, 1954",,sandy siltstone,silt [U14W22],,lithified,calcareous,,
