Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,
317-U1352C-85R-2-A,317,U1352,C,85,85-2,R,2,A,137,150.0,1349.57,1349.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-3-A,317,U1352,C,85,85-3,R,3,A,0,21.0,1349.7,1349.91,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-3-A,317,U1352,C,85,85-3,R,3,A,21,60.0,1349.91,1350.3,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-3-A,317,U1352,C,85,85-3,R,3,A,60,70.0,1350.3,1350.4,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-3-A,317,U1352,C,85,85-3,R,3,A,70,116.0,1350.4,1350.86,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with wavy bedding.",,
317-U1352C-85R-3-A,317,U1352,C,85,85-3,R,3,A,116,150.0,1350.86,1351.2,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,0,9.0,1351.2,1351.29,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,9,25.0,1351.29,1351.45,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with lenticular - wavy bedding. Sharp contact at top, with gradational base.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,25,39.0,1351.45,1351.59,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,39,60.0,1351.59,1351.8,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with lenticular - wavy bedding. Sharp contact at top, with gradational base.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,60,70.0,1351.8,1351.9,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,70,93.0,1351.9,1352.13,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with lenticular - wavy bedding. Sharp contact at top, with gradational base.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,93,100.0,1352.13,1352.2,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,100,114.0,1352.2,1352.34,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with lenticular - wavy bedding. Sharp contact at top, with gradational base.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,114,116.0,1352.34,1352.36,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","Dark-colored v.f. sandy mudstone, with sharp lower contact and gradual upper contact.",,
317-U1352C-85R-4-A,317,U1352,C,85,85-4,R,4,A,116,119.0,1352.36,1352.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"v.f. - f. sandy marlstone, with lenticular - wavy bedding. Sharp contact at top, with gradational base.",,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,0,4.0,1351.7,1351.74,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,cemented,,,"Shepard, 1954 - Leg 183 revision",v f sandy mudstone,,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,4,5.0,1351.74,1351.75,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,cemented,,,"Shepard, 1954; Wentworth, 1922",v f to fine mod well sorted sst.,,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,5,16.0,1351.75,1351.86,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,v f to fine (mostly v f) sandy marlstone.,,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,16,17.0,1351.86,1351.87,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,cemented,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,17,28.0,1351.87,1351.98,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,,,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,28,30.0,1351.98,1352.0,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,cemented,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,30,138.0,1352.0,1353.08,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,,,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,138,144.0,1353.08,1353.14,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,cemented,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352C-86R-1-A,317,U1352,C,86,86-1,R,1,A,143,144.0,1353.13,1353.14,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,cemented,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1352C-86R-2-A,317,U1352,C,86,86-2,R,2,A,0,140.0,1353.16,1354.56,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,,,
317-U1352C-86R-2-A,317,U1352,C,86,86-2,R,2,A,140,144.0,1354.56,1354.6,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,cemented,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352C-86R-3-A,317,U1352,C,86,86-3,R,3,A,0,4.0,1354.61,1354.65,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,cemented,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352C-86R-3-A,317,U1352,C,86,86-3,R,3,A,4,5.0,1354.65,1354.66,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,cemented,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1352C-86R-3-A,317,U1352,C,86,86-3,R,3,A,5,13.0,1354.66,1354.74,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,,,
317-U1352C-86R-3-A,317,U1352,C,86,86-3,R,3,A,13,17.0,1354.74,1354.78,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,cemented,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1352C-86R-3-A,317,U1352,C,86,86-3,R,3,A,17,18.0,1354.78,1354.79,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,cemented,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1352C-86R-3-A,317,U1352,C,86,86-3,R,3,A,18,73.0,1354.79,1355.34,,Marlstone [Leg210],,Marlstone,,cemented,,,Leg210,,,
317-U1352C-87R-1-A,317,U1352,C,87,87-1,R,1,A,0,149.0,1361.4,1362.89,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy marlstone, with wavy - lanticular laminations.  Abundant burrows of Zoophycos.",,
317-U1352C-87R-2-A,317,U1352,C,87,87-2,R,2,A,0,149.0,1362.9,1364.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy marlstone, with wavy - lanticular laminations.  Abundant burrows of Zoophycos.",,
317-U1352C-87R-3-A,317,U1352,C,87,87-3,R,3,A,0,149.0,1364.4,1365.89,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy marlstone, with wavy - lanticular laminations.  Abundant burrows of Zoophycos.",,
317-U1352C-87R-4-A,317,U1352,C,87,87-4,R,4,A,0,104.0,1365.9,1366.94,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy marlstone, with wavy - lanticular laminations.  Abundant burrows of Zoophycos.",,
317-U1352C-87R-5-A,317,U1352,C,87,87-5,R,5,A,0,16.0,1367.4,1367.56,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"Micaceous v.f. - f. sandy marlstone, with wavy - lanticular laminations.  Abundant burrows of Zoophycos.",,
317-U1352C-87R-5-A,317,U1352,C,87,87-5,R,5,A,16,28.0,1367.56,1367.68,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision","v.f. mudstone, burrowed at top, sharp basal contact. ",,
317-U1352C-87R-5-A,317,U1352,C,87,87-5,R,5,A,28,149.0,1367.68,1368.89,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-87R-6-A,317,U1352,C,87,87-6,R,6,A,0,130.0,1368.9,1370.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-88R-1-A,317,U1352,C,88,88-1,R,1,A,0,149.0,1371.0,1372.49,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"well sorted, v.f. to f. (mostly v.f.) sandy marlstone",,
317-U1352C-88R-2-A,317,U1352,C,88,88-2,R,2,A,0,149.0,1372.5,1373.99,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"well sorted, v.f. to f. (mostly v.f.) sandy marlstone",,
317-U1352C-88R-3-A,317,U1352,C,88,88-3,R,3,A,0,75.0,1374.0,1374.75,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"well sorted, v.f. to f. (mostly v.f.) sandy marlstone with light-blue gray f. sand filled borrows throughout",,
317-U1352C-88R-3-A,317,U1352,C,88,88-3,R,3,A,75,96.0,1374.75,1374.96,,Interbedded sandstone and mudstone [Exp.317],,Interbedded sandstone and mudstone,,,,,Expedition 317,,,
317-U1352C-88R-3-A,317,U1352,C,88,88-3,R,3,A,96,149.0,1374.96,1375.49,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-88R-4-A,317,U1352,C,88,88-4,R,4,A,0,149.0,1375.5,1376.99,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-88R-4-A,317,U1352,C,88,88-4,R,4,A,45,85.0,1375.95,1376.35,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-88R-5-A,317,U1352,C,88,88-5,R,5,A,0,149.0,1377.0,1378.49,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-88R-6-A,317,U1352,C,88,88-6,R,6,A,0,138.0,1378.5,1379.88,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-89R-1-A,317,U1352,C,89,89-1,R,1,A,0,45.0,1380.6,1381.05,,Marlstone [Leg210],,Marlstone,,,,,Leg210,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-1-A,317,U1352,C,89,89-1,R,1,A,45,70.0,1381.05,1381.3,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision","sharp base, normally graded, gradational boundary at the top.",,
317-U1352C-89R-1-A,317,U1352,C,89,89-1,R,1,A,70,137.0,1381.3,1381.97,,Marlstone [Leg210],,Marlstone,,,,,Leg210,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-2-A,317,U1352,C,89,89-2,R,2,A,0,15.0,1381.97,1382.12,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision","sharp base, fining upward, gradational top.",,
317-U1352C-89R-2-A,317,U1352,C,89,89-2,R,2,A,15,130.0,1382.12,1383.27,,Marlstone [Leg210],,Marlstone,,,,,Leg210,"color banding, wavy or lenticular discontinuous lamina.",,
317-U1352C-89R-2-A,317,U1352,C,89,89-2,R,2,A,130,147.0,1383.27,1383.44,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision",sharp base at the base and the top. fining upward.,,
317-U1352C-89R-3-A,317,U1352,C,89,89-3,R,3,A,0,30.0,1383.42,1383.72,,Marlstone [Leg210],,Marlstone,,,,,Leg210,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-3-A,317,U1352,C,89,89-3,R,3,A,30,45.0,1383.72,1383.87,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision",sharp base at the base and the top. fining upward.,,
317-U1352C-89R-3-A,317,U1352,C,89,89-3,R,3,A,45,89.0,1383.87,1384.31,,Marlstone [Leg210],,Marlstone,,,,,Leg210,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-3-A,317,U1352,C,89,89-3,R,3,A,89,109.0,1384.31,1384.51,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision","sharp base, normally graded, gradational boundary at the top.",,
317-U1352C-89R-3-A,317,U1352,C,89,89-3,R,3,A,109,150.0,1384.51,1384.92,,Marlstone [Leg210],,Marlstone,,,,,Leg210,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-4-A,317,U1352,C,89,89-4,R,4,A,0,20.0,1384.89,1385.09,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous,,
317-U1352C-89R-4-A,317,U1352,C,89,89-4,R,4,A,20,35.0,1385.09,1385.24,,Marlstone [Leg210],,Marlstone,,,,,Leg210,INTERVALS FROM 33 TO 35 CM MAY BE OUT OF ORDER. CORE DROPPED ON RECOVERY. wavy or lenticular discontinuous laminated,,
317-U1352C-89R-4-A,317,U1352,C,89,89-4,R,4,A,35,43.0,1385.24,1385.32,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision","INTERVALS FROM 33 TO 35 CM MAY BE OUT OF ORDER. CORE DROPPED ON RECOVERY. sharp base, normally graded, gradational boundary at the top.",,
317-U1352C-89R-4-A,317,U1352,C,89,89-4,R,4,A,43,45.0,1385.32,1385.34,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922",INTERVALS FROM 33 TO 35 CM MAY BE OUT OF ORDER. CORE DROPPED ON RECOVERY. wavy or lenticular discontinuous laminated,,
317-U1352C-89R-4-A,317,U1352,C,89,89-4,R,4,A,43,85.0,1385.32,1385.74,,,,Marlstone,,,,,,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-4-A,317,U1352,C,89,89-4,R,4,A,43,93.0,1385.32,1385.82,,Marlstone [Leg210],,Marlstone,,,,,Leg210,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-CC-A,317,U1352,C,89,89-CC,R,CC,A,0,6.0,1385.82,1385.88,,Muddy Sandstone [S54-Leg183],,Muddy Sandstone,,,,,"Shepard, 1954 - Leg 183 revision",parallel laminated. sharp base.,,
317-U1352C-89R-CC-A,317,U1352,C,89,89-CC,R,CC,A,0,21.0,1385.82,1386.03,,Marlstone [Leg210],,Marlstone,,,,,Leg210,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-CC-A,317,U1352,C,89,89-CC,R,CC,A,6,16.0,1385.88,1385.98,,Marlstone [Leg210],,Marlstone,,,,,Leg210,wavy or lenticular discontinuous laminated,,
317-U1352C-89R-CC-A,317,U1352,C,89,89-CC,R,CC,A,16,21.0,1385.98,1386.03,,Mudstone [S54-Leg210],,Mudstone,,,,,"Shepard, 1954 - Leg 210 revision",sharp base.,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,0,4.0,1390.2,1390.24,,Very fine-fine sandstone [S54-W22],,Very fine-fine sandstone,,,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,0,18.0,1390.2,1390.38,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,4,14.0,1390.24,1390.34,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,14,16.0,1390.34,1390.36,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",calcareous,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,16,18.0,1390.36,1390.38,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,18,36.0,1390.38,1390.56,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",calcareous,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,36,52.0,1390.56,1390.72,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,36,149.0,1390.56,1391.69,,Marlstone [Leg210],,Marlstone,very fine sand,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,52,58.0,1390.72,1390.78,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",calcareous,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,58,61.0,1390.78,1390.81,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,61,63.0,1390.81,1390.83,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",calcareous,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,63,76.0,1390.83,1390.96,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,76,78.0,1390.96,1390.98,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",calcareous,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,78,92.0,1390.98,1391.12,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,90,149.0,1391.1,1391.69,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-1-A,317,U1352,C,90,90-1,R,1,A,92,99.0,1391.12,1391.19,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,,,,"Shepard, 1954 - Leg 183 revision",calcareous,,
317-U1352C-90R-2-A,317,U1352,C,90,90-2,R,2,A,0,150.0,1391.7,1393.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-3-A,317,U1352,C,90,90-3,R,3,A,0,119.0,1393.2,1394.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-90R-CC-A,317,U1352,C,90,90-CC,R,CC,A,0,23.0,1394.39,1394.62,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-1-A,317,U1352,C,91,91-1,R,1,A,0,140.0,1399.8,1401.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-1-A,317,U1352,C,91,91-1,R,1,A,50,140.0,1400.3,1401.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-2-A,317,U1352,C,91,91-2,R,2,A,0,150.0,1401.2,1402.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-3-A,317,U1352,C,91,91-3,R,3,A,0,89.0,1402.7,1403.59,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-3-A,317,U1352,C,91,91-3,R,3,A,0,150.0,1402.7,1404.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-3-A,317,U1352,C,91,91-3,R,3,A,92,150.0,1403.62,1404.2,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-4-A,317,U1352,C,91,91-4,R,4,A,0,150.0,1404.2,1405.7,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-5-A,317,U1352,C,91,91-5,R,5,A,0,130.0,1405.7,1407.0,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-5-A,317,U1352,C,91,91-5,R,5,A,0,130.0,1405.7,1407.0,,Medium-coarse sandstone [S54-W22],,Medium-coarse sandstone,,,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1352C-91R-6-A,317,U1352,C,91,91-6,R,6,A,0,50.0,1407.0,1407.5,,Medium-coarse sandstone [S54-W22],,Medium-coarse sandstone,,,,,"Shepard, 1954; Wentworth, 1922",,,
317-U1352C-91R-6-A,317,U1352,C,91,91-6,R,6,A,0,139.0,1407.0,1408.39,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-7-A,317,U1352,C,91,91-7,R,7,A,0,109.0,1408.39,1409.48,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-91R-CC-A,317,U1352,C,91,91-CC,R,CC,A,0,16.0,1409.48,1409.64,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-92R-CC-A,317,U1352,C,92,92-CC,R,CC,A,0,18.0,1409.4,1409.58,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-92R-CC-A,317,U1352,C,92,92-CC,R,CC,A,0,23.0,1409.4,1409.63,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-93R-CC-A,317,U1352,C,93,93-CC,R,CC,A,0,5.0,1419.0,1419.05,,Marlstone [Leg210],,Marlstone,,,,,Leg210,,,
317-U1352C-94R-1-A,317,U1352,C,94,94-1,R,1,A,0,150.0,1428.6,1430.1,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
317-U1352C-94R-2-A,317,U1352,C,94,94-2,R,2,A,0,150.0,1430.1,1431.6,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
317-U1352C-94R-3-A,317,U1352,C,94,94-3,R,3,A,0,150.0,1431.6,1433.1,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
317-U1352C-94R-4-A,317,U1352,C,94,94-4,R,4,A,0,150.0,1433.1,1434.6,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
317-U1352C-94R-5-A,317,U1352,C,94,94-5,R,5,A,0,105.0,1434.6,1435.65,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
317-U1352C-94R-6-A,317,U1352,C,94,94-6,R,6,A,0,47.0,1436.1,1436.57,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
317-U1352C-94R-6-A,317,U1352,C,94,94-6,R,6,A,47,64.0,1436.57,1436.74,,Sandy Mudstone [S54-Leg183],,Sandy Mudstone,,lithified,,,"Shepard, 1954 - Leg 183 revision",v.f.-f sandy mudstone with a fining upward trend from f-vf sand capped by parallel laminations. ,,
317-U1352C-94R-6-A,317,U1352,C,94,94-6,R,6,A,64,150.0,1436.74,1437.6,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
317-U1352C-94R-7-A,317,U1352,C,94,94-7,R,7,A,0,70.0,1437.6,1438.3,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
317-U1352C-94R-CC-A,317,U1352,C,94,94-CC,R,CC,A,0,14.0,1438.3,1438.44,,marlstone [Leg210],,marlstone,,lithified,,,Leg210,"micaceous well sorted v.f-f. (mostly vf) sandy marlstone. From sections 1-3, wavy to parallel and lenticular laminations are prevalent, but decrease in intensity from sections 4-6. ",,
