Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ulmus taxa,Tsuga taxa,Tilia taxa,Taxodiaceae taxa,Sphagnum taxa,Selaginella  taxa,Sciadopitys taxa,Quercus taxa,Pterocarya taxa,Polypodiaceae taxa,Pinus taxa,Picea taxa,Nyssa  taxa,Myrica taxa,Lycopodiaceae taxa,Liquidambar taxa,Larix type taxa,Juglans taxa,Ilex taxa,Gramineae taxa,Fagus taxa,Ericaceae taxa,Ephedra taxa,Cyperaceae taxa,Cryptomeria  taxa,Corylus taxa,Compositae taxa,Chenopodiaceae taxa,Celtis taxa,Carya taxa,Carpinus taxa,Betula taxa,Alnus taxa,Acer taxa,Abies taxa,Zelkova taxa,Quercus (evergreen) taxa,Quercus (deciduous)  taxa,Persicaria taxa,Pasania  taxa,Metasequoia  taxa,Engelhardia taxa,Castanea taxa,Larix taxa,Cupressaceae taxa,Aesculus  taxa,Dacrydium taxa,Carduoideae  taxa,Rhus taxa,Cichorioideae taxa,Artemisia taxa,Sparganium taxa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 15,H, 5,  63.00,    136.9300,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,6         ,0         ,17              ,2            ,0                ,0               ,29          ,1              ,33                ,63        ,24        ,2          ,2          ,1                 ,0               ,1              ,1           ,0        ,5             ,3         ,0             ,1           ,16             ,20               ,0           ,7              ,1                  ,0          ,0         ,1            ,13         ,0         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 15,H, 6,  63.00,    138.4300,Heusser  ,Pollen/Spores                                ,               ,                  ,5         ,13        ,2         ,6               ,0            ,0                ,1               ,25          ,1              ,71                ,73        ,17        ,0          ,1          ,0                 ,2               ,1              ,1           ,0        ,3             ,12        ,0             ,0           ,16             ,6                ,0           ,4              ,0                  ,0          ,0         ,0            ,9          ,3         ,0        ,2         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 15,H, 7,  31.00,    139.6100,Heusser  ,Pollen/Spores                                ,               ,                  ,0         ,15        ,0         ,22              ,1            ,0                ,1               ,26          ,2              ,80                ,64        ,30        ,0          ,1          ,0                 ,2               ,2              ,0           ,0        ,1             ,8         ,0             ,0           ,13             ,13               ,1           ,2              ,0                  ,0          ,1         ,1            ,7          ,6         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 16,X, 1,  63.00,    140.4300,Heusser  ,Pollen/Spores                                ,               ,                  ,10        ,18        ,2         ,20              ,0            ,0                ,0               ,21          ,2              ,40                ,60        ,21        ,0          ,0          ,1                 ,5               ,0              ,2           ,1        ,3             ,22        ,0             ,0           ,9              ,12               ,0           ,2              ,2                  ,0          ,0         ,0            ,15         ,3         ,0        ,0         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 794,A, 16,X, 2,  63.00,    141.9300,Heusser  ,Pollen/Spores                                ,               ,                  ,3         ,23        ,0         ,17              ,1            ,0                ,0               ,19          ,1              ,40                ,110       ,31        ,1          ,0          ,0                 ,0               ,0              ,1           ,0        ,1             ,8         ,0             ,0           ,5              ,4                ,0           ,1              ,0                  ,0          ,2         ,0            ,6          ,2         ,0        ,3         ,            ,                        ,                         ,               ,             ,                 ,                ,             ,          ,                 ,              ,              ,                 ,         ,                  ,              ,               ,from ODP Legs 127&128 Chapter 19 Appendix A back pocket
